y,x1,x2,x3,x4,vardir
0.240239837177518,0.5153783502169713,0.24430164913368424,0.3138303370868746,0.6432410187914691,0.10440869512927381
0.812848554415967,0.6005030542966955,0.9682754175792495,0.41253068883684685,0.09008579248308068,0.07860739859838303
0.3352854777600027,0.38985219998870335,0.0014844867427348252,0.9919828612725641,0.666324639468616,0.1073166999224271
0.3897020604497021,0.758080396081378,0.721159031738046,0.0279772723091527,0.17773356003528473,0.08997470597629899
0.5670169668585198,0.45787651708181265,0.6299373417882967,0.01225245784024609,0.7420370311271847,0.047317532718959054
0.9999999999991249,0.025513063847386608,0.9149189699414498,0.6004274454699494,0.7311944657876747,0.015034308489997717
0.9963466909753558,0.46376800680305763,0.018998471023272012,0.3418970545934976,0.48038794471214374,0.06506366413760306
0.839004792338143,0.8017407469297828,0.8299589295568556,0.46952541370598055,0.532003722902721,0.09242497513794758
0.004446686691748307,0.315951187672214,0.18344429677224172,0.3207430417626451,0.9919299317771897,0.0870629440607175
0.985942650106739,0.5367997866259675,0.34148870801010134,0.15322371810063595,0.33707326817776806,0.09501040864044273
0.9595937595772406,0.01784625667217632,0.008243503502932792,0.17979316967491032,0.44207995857479176,0.09355155477574427
0.7064739400992698,0.16171549421811704,0.7908244151748685,0.238158221214263,0.4218967740036018,0.10887041518434964
0.17631554228861535,0.39683009390964585,0.9661219042871723,0.4663126067778983,0.25599742483895904,0.1093146408660404
0.9999999016063827,0.7479835898128582,0.13371633018405127,0.30235947845276046,0.7416945795482957,0.029957150599956024
0.2697181447927552,0.7485616508544921,0.11096186581354572,0.6689621017098532,0.19925661579070642,0.10618687657653524
0.9996394178252073,0.9163795498256742,0.9759110867636646,0.7063206555911162,0.43157870642992013,0.044985554418459174
0.3182657739215463,0.6619207026741817,0.8243053847844772,0.019365854584356912,0.029561779934851873,0.10909749284251613
0.6948485589557607,0.4962145986051473,0.24409562655933204,0.8926753634417522,0.881096885028043,0.05400624161548772
0.9901264632828446,0.7563170273333106,0.6603831873364144,0.43437468612946906,0.5651807806703093,0.049531837731534654
0.9999999951793732,0.8311519772416719,0.343649425458846,0.025921794958916777,0.3148567357492438,0.04079041833135812
0.9899760532435968,0.09520967394289026,0.709988945144366,0.459794337133815,0.8272307544777396,0.10625600050284008
0.9999999999434472,0.6399332490018675,0.21368297352314247,0.7440421565230667,0.281720829206909,0.029912810817117837
0.013122464304814693,0.024592031504475975,0.5135826479109642,0.16334085584408542,0.918557564618682,0.0876516117748833
0.99999999,0.4912333282761707,0.11377984604147795,0.5841236197232431,0.7528016789053503,0.02582922148702183
0.6570792494302135,0.9361290823935864,0.23994488125407265,0.9856046206966047,0.6477700890043647,0.058118916786979224
0.4285305156321695,0.617339578993464,0.20961528973570853,0.813943368562666,0.9226237684304143,0.06549224216790825
0.1472505274484676,0.16203349876683648,0.1331121851828002,0.3928037280105936,0.3155967536825093,0.10930561126720327
0.9939115035657069,0.5427341875316535,0.11369710621328788,0.8110600195331956,0.32047662179548553,0.10818385099017634
0.13795823732874296,0.6294914649885793,0.5175789373483821,0.5657624522078119,0.427617882382201,0.10764375885101399
0.9988851429142267,0.875530398191629,0.16125160021211749,0.9408938573806328,0.7662823757005857,0.06094595262108175
0.05414053275181055,0.6905544746961452,0.603887403397436,0.4101760511930356,0.880961784223955,0.056078688044470894
0.17327203318210394,0.6484171007138969,0.8605019135864718,0.5730862118731964,0.41668351808706217,0.10650332951504063
0.7269582932028661,0.8778108277278373,0.5771398500460582,0.3495930919993545,0.04722697416143118,0.10904016780368476
0.999998730706303,0.2552455643580367,0.8036040208097699,0.23777575240743287,0.4109795791651072,0.08688130759384975
0.6700863321828279,0.46696218870291706,0.5896575834886084,0.2591923942347879,0.4105284349319852,0.10851746290472651
0.9458261754387391,0.20406741941853368,0.45778085438309635,0.14510187167933697,0.7913542342317376,0.08130200203686196
0.9939320299960372,0.7324190412749851,0.7855356916040375,0.9309650865302673,0.6445765631161483,0.03606145400611503
0.9344389899136564,0.07426102846226357,0.7059386589148242,0.5557515456674579,0.7311043744683132,0.0710601102267125
0.9961682749172038,0.7721777783471344,0.416685367819174,0.8532748463024771,0.19210392443560975,0.049367130255760894
0.7657722671123068,0.7518731516104149,0.7984356140836554,0.1301465910519498,0.33983026944926675,0.07996437167956255
0.6064476218467602,0.46214791176475234,0.5235779102940594,0.2367081309684047,0.8018543182980747,0.08248768831601999
0.9406714708902201,0.1084568628617234,0.722904725550362,0.846792735655286,0.9847833508613035,0.08153833325117513
0.5730047260635173,0.751871527076745,0.8073579285083878,0.42415196167045577,0.21602342201959057,0.09489371463179454
0.7968529726099065,0.1773515348732202,0.3975591542950372,0.6556010773978794,0.02761810720198732,0.10290008116913414
3.2567768904616377e-06,0.04134112934385692,0.8585475170090744,0.6190534701378727,0.01653847493778926,0.09657207463935333
0.9684048796635025,0.577840613302716,0.696868767417793,0.1523481263405001,0.07144799633858345,0.08011568479454922
0.7863864030724451,0.6681445660806214,0.9392699580543821,0.8872224858956796,0.5433241273756442,0.024363178401935543
0.992391216650192,0.07128152713553781,0.7607564369182969,0.7243801604104089,0.3078782877258408,0.08863033267689467
0.8074423197484085,0.7686295375706023,0.5427412886688457,0.9083108141967254,0.24174403544642342,0.10659247752773982
0.9570869466245601,0.26000344015221377,0.6482198731380462,0.4535571578694856,0.9184545848729577,0.02241558292289982
0.9975215147572464,0.24279666462610627,0.6590851455055129,0.2688047402031607,0.7584689327593344,0.0721587818500625
0.2192339404124526,0.6108274236147991,0.7586425924383681,0.8830354915142352,0.7392469867969031,0.10800381322658528
0.01158545391244047,0.047778831132865296,0.1867345424316751,0.05567731923836128,0.04497927083040265,0.09570070567065585
0.8859329847642289,0.5614627691921471,0.16306061266680638,0.8424476560522756,0.5310056724730412,0.06665299818440996
0.9846433938618876,0.8456774901755705,0.21444102102661122,0.39416423823149904,0.018028133042675143,0.04259831351042879
0.9933094337288979,0.5715470623853376,0.20322620943745962,0.8325837487297463,0.6891795511081549,0.04411169675565654
0.9113668793400692,0.4048350516078436,0.2704866173969075,0.9084905448590564,0.41826221989255563,0.10933364464974098
0.6764114904930753,0.6308462199591104,0.22500107700936323,0.33153502951240577,0.6997855832677495,0.052071218832212995
0.9980758439940353,0.024239964290412308,0.6616250230189756,0.5027568084241956,0.12299631756318774,0.0933715211913909
0.801914508048525,0.6003417555475616,0.3009929791245577,0.1856391375308838,0.20372027973774387,0.08340438148772089
0.7536791922004383,0.14212992167305816,0.9217340167770468,0.2022590018744882,0.269123837020117,0.09366637659561593
0.999865430352371,0.6605091960947589,0.5828706678476484,0.9217462368101385,0.3798412337350112,0.04564910522330718
0.15728180950212334,0.7689243668717478,0.05139450877179408,0.4176644965974883,0.08486717387474763,0.10222468093202411
0.930443655489245,0.25542424146373643,0.04146399720458427,0.79222747284208,0.6422527128594402,0.10910984715769419
0.9887003953690879,0.49458854740839453,0.745214106416041,0.19384849465980702,0.8165036770282145,0.046817516613620616
0.9871576298153856,0.44088380193750376,0.6171198983814052,0.6662459374142438,0.251241705827438,0.1060177127164144
0.9999513131839393,0.9356311418698072,0.34736430381924077,0.7806341251679031,0.27719582161661405,0.04022985796057638
0.9146032705677076,0.03123438052551253,0.98660602277003,0.3860919778628684,0.22918241001359763,0.047209551767014225
0.5068286429467681,0.5368491425733184,0.9159451907012736,0.501591059352694,0.9327516590521835,0.07471832603083156
0.3603707014151388,0.7157719086943805,0.6901227888756751,0.201915562407188,0.07530280740417505,0.1092233203029234
0.8147780818015803,0.17961891841901279,0.7525236972753948,0.9277456501251248,0.02792213432075641,0.10888289422947037
0.030900960785504063,0.12684776795476838,0.9750437700761077,0.5282224123011217,0.30484074649389414,0.10530440666637636
0.5017348133486248,0.45710283617494496,0.7228198629962688,0.18493442761532053,0.7586153401093746,0.10777687518719768
0.542719764803635,0.8123142785036628,0.9715459847764099,0.322422358095951,0.8553122628909903,0.03729734984287825
0.7296911674134386,0.49321863924228526,0.3766380678717317,0.22501871671352291,0.06909332238860755,0.07555172047645296
0.07507484174356067,0.39921662834422933,0.8204588122991973,0.7574688656834552,0.35127218000705474,0.08594735081165913
0.6577830847565607,0.5637738746513798,0.8466162647029519,0.37185486109413024,0.6511771946457534,0.034874745134296024
0.053663090105175136,0.048628234238531465,0.5555951351320757,0.44710590471293976,0.03436890463045794,0.09826877953853212
0.854144335339726,0.478612317439452,0.16395324454165228,0.49895772794069004,0.07772790749769165,0.08563649243867405
0.9297242578156483,0.9895989757807795,0.5228048318113827,0.26537216179448475,0.43599937271235567,0.06227102014356729
0.9805817591845766,0.7176042395038402,0.6227029319089521,0.7270914383298088,0.14185515126522796,0.03629817917820805
0.9999993200665883,0.639281510527119,0.7987974584978201,0.9040021473612098,0.6044840549863357,0.015586546945768458
0.056705426240270466,0.9072860171774422,0.7295024255318674,0.8582758724266751,0.43540648016867567,0.05836828011804787
0.8185764666524951,0.5734861676746037,0.2099968263144003,0.8840364563363386,0.5940976894481644,0.05371041699322858
0.9515162341104991,0.11157270418209275,0.965661321958394,0.13842241767738395,0.5146037371749586,0.057993007367942134
0.023935816640458775,0.7588847363082096,0.11888662892853485,0.9239273067878441,0.12000896944890482,0.09852598117487361
0.9999967712661827,0.3417551315507966,0.19525701165236464,0.7654949573760799,0.1364177380697924,0.06667620710004817
