eqIncome,gender,eqsize,cash,self_empl,unempl_ben,age_ben,surv_ben,sick_ben,dis_ben,rent,fam_allow,house_allow,cap_inv,tax_adj,state,district,weight
11950.11,female,2.464694921598982,0.0,17866.32,4730.76,12847.41,0.0,0.0,0.0,0.0,0.0,0.0,320.05,0.0,State1,District5,9.89
18030.6,male,2.6251780546267582,5378.94,0.0,4465.94,0.0,0.0,0.0,6562.09,0.0,1039.89,0.0,0.0,-1014.02,State3,District3,11.59
15992.44,female,2.906979225251706,19145.56,8663.49,0.0,0.0,9444.38,0.0,0.0,0.0,1624.59,0.0,166.94,0.0,State1,District2,13.13
27392.24,female,2.7020827206905986,19293.92,0.0,0.0,8987.0,0.0,0.0,0.0,0.0,377.13,4561.47,406.86,-1205.62,State2,District2,9.18
18825.43,female,1.8786349295181342,12905.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2671.46,227.6,0.0,0.0,State1,District5,9.66
15644.79,male,2.9610312837831554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3554.82,0.0,614.14,0.0,State1,District2,11.66
26628.98,male,2.411338754117683,0.0,7492.2,0.0,0.0,0.0,0.0,0.0,0.0,2063.45,0.0,0.0,0.0,State1,District5,9.09
17498.28,female,1.0867306882398877,10072.35,8012.43,4534.98,0.0,0.0,0.0,3964.92,0.0,0.0,0.0,289.2,-268.65,State2,District3,8.58
13478.94,male,1.6555915635091696,19143.53,-4554.11,6227.77,0.0,0.0,0.0,7846.04,0.0,2674.88,1978.61,0.0,-1286.89,State3,District2,12.69
26718.86,male,1.6708991963022393,17606.41,18487.29,0.0,8905.05,0.0,0.0,0.0,0.0,2309.76,3335.81,0.0,0.0,State3,District4,12.51
22313.85,female,2.4294041911789876,0.0,0.0,0.0,0.0,8222.53,0.0,0.0,0.0,0.0,0.0,0.0,-835.67,State2,District2,7.87
17146.84,female,2.2481806305352174,0.0,0.0,0.0,0.0,0.0,3024.94,5778.29,0.0,0.0,0.0,0.0,0.0,State1,District4,11.37
25709.12,male,2.4071673488144443,33955.2,0.0,0.0,3701.25,0.0,3353.93,0.0,0.0,0.0,0.0,0.0,0.0,State3,District5,12.63
23439.03,male,2.531975790037496,41339.29,0.0,0.0,0.0,0.0,3098.52,0.0,0.0,1478.48,0.0,1219.43,-775.93,State3,District3,11.09
29294.9,male,1.5256808893839529,25732.63,13189.8,0.0,8800.7,0.0,0.0,0.0,0.0,0.0,0.0,2221.11,-1758.11,State3,District1,11.09
14599.74,female,1.587883207297118,12006.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006.72,813.45,-696.24,State2,District1,9.07
29603.47,female,2.3313646981570226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-617.04,State1,District4,13.07
22573.9,male,1.3376192630258839,6913.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-740.85,State3,District5,11.4
31117.26,male,2.5427723715595603,28328.8,0.0,0.0,0.0,0.0,2771.85,0.0,4110.54,0.0,0.0,744.12,-2183.1,State2,District5,8.76
18774.32,male,2.9700508763133486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2269.7,-1161.78,State3,District1,11.05
13532.93,male,1.6852245262173458,15411.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,State3,District2,15.19
