eqIncome,gender,eqsize,cash,self_empl,unempl_ben,age_ben,surv_ben,sick_ben,dis_ben,rent,fam_allow,house_allow,cap_inv,tax_adj,state,district,weight
20317.68,male,1.6354377796437014,-13356.78,-1073.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,State1,District2,10.05
21817.24,female,1.3452090667606462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3626.74,3066.54,0.0,0.0,-598.51,State3,District4,12.03
19353.94,female,1.9871159008747794,13390.98,0.0,1314.94,0.0,0.0,0.0,0.0,0.0,0.0,3515.36,0.0,0.0,State3,District3,14.92
19188.94,female,1.08446531756696,10076.11,17171.77,0.0,0.0,0.0,0.0,0.0,0.0,1920.78,2636.56,781.4,-422.46,State3,District3,13.13
14866.35,female,1.5582732334202913,5110.29,0.0,0.0,0.0,0.0,0.0,7322.36,0.0,3087.4,0.0,144.09,-996.54,State2,District2,10.01
15312.25,female,2.851867101242238,0.0,9348.25,0.0,10851.98,0.0,0.0,0.0,0.0,707.1,4235.02,0.0,-514.37,State3,District4,10.93
25310.95,male,1.75288979084449,22288.07,7427.87,6065.21,7895.56,0.0,0.0,0.0,4660.99,0.0,0.0,2593.21,0.0,State3,District5,10.94
21043.13,female,1.9285439637166848,12193.31,-2436.57,0.0,0.0,0.0,0.0,5903.26,3962.23,1587.13,0.0,0.0,-1591.81,State2,District3,10.85
16456.86,female,2.4781830761195827,0.0,0.0,3987.72,0.0,0.0,0.0,0.0,0.0,0.0,3950.03,126.24,0.0,State3,District2,10.7
26803.75,female,2.0069438924185388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3081.98,0.0,0.0,0.0,State3,District2,12.27
21294.87,male,1.2053285343964621,10658.31,0.0,0.0,0.0,0.0,0.0,0.0,5183.71,1947.59,0.0,0.0,0.0,State3,District4,13.59
25494.38,female,1.9427622375439244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2662.53,0.0,728.48,-1352.48,State3,District5,11.03
19930.7,male,2.1066344339340435,37022.72,0.0,2128.02,7989.3,0.0,0.0,2712.99,5216.54,0.0,0.0,0.0,-1094.39,State2,District4,10.99
21913.71,male,2.3090525977906773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2933.72,0.0,0.0,1045.89,0.0,State3,District5,9.96
27947.9,female,1.6580760545533169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,627.38,-1004.98,State3,District2,10.89
24579.91,female,1.0084317117672676,8037.76,5228.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2251.05,0.0,State3,District5,12.15
17627.49,female,2.2734724520315783,11511.18,3901.27,1377.99,0.0,9785.6,0.0,0.0,0.0,0.0,1255.11,135.38,0.0,State3,District2,10.96
12929.23,male,2.1080220541735644,0.0,0.0,5033.7,0.0,0.0,0.0,0.0,0.0,2363.26,0.0,0.0,0.0,State2,District4,12.62
13971.28,female,1.203586947905599,19789.42,0.0,0.0,0.0,0.0,1622.2,0.0,0.0,0.0,0.0,185.19,-8.77,State3,District1,13.45
14815.47,female,2.8670550534493593,32943.61,0.0,0.0,9965.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-653.69,State1,District1,11.85
21241.79,female,2.2560479296993323,2870.08,3692.42,4034.3,0.0,0.0,0.0,0.0,2047.28,523.31,0.0,0.0,0.0,State1,District5,9.6
25077.26,female,2.690578009963269,0.0,14044.24,0.0,0.0,0.0,2975.25,0.0,0.0,0.0,0.0,1256.73,-318.56,State1,District2,9.86
23017.26,male,2.994484344589657,0.0,16246.76,0.0,17583.35,0.0,0.0,0.0,5163.74,2921.93,0.0,0.0,-984.41,State2,District1,10.54
22498.74,male,1.917083954124561,16616.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1919.5,0.0,0.0,0.0,State3,District3,14.73
19191.43,male,1.9084700626145965,2742.62,9657.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1988.46,State1,District5,8.69
