eqIncome,gender,eqsize,cash,self_empl,unempl_ben,age_ben,surv_ben,sick_ben,dis_ben,rent,fam_allow,house_allow,cap_inv,tax_adj,state,district,weight
24545.45,female,1.2988807452733027,0.0,0.0,0.0,11332.89,8578.37,0.0,0.0,0.0,0.0,0.0,173.06,0.0,State3,District5,13.85
19784.4,female,1.7479975433657184,31713.15,15979.85,0.0,0.0,5254.01,0.0,0.0,0.0,4234.78,0.0,0.0,0.0,State3,District5,11.6
19756.53,male,2.2655131119933736,4301.53,0.0,10482.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,State3,District5,11.57
25913.5,female,1.1153409045460883,-9736.28,6938.15,1132.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,State1,District3,11.65
18125.31,female,1.7314715816970747,9196.01,0.0,0.0,7740.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,State3,District1,11.58
20532.26,female,2.1314018787948883,15330.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4260.4,0.0,0.0,State1,District1,11.44
14214.56,female,2.5639294364972143,13162.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,680.93,0.0,0.0,-962.61,State3,District3,11.4
23935.89,female,2.310684002958187,0.0,-76.1,0.0,0.0,0.0,0.0,0.0,0.0,3123.98,0.0,238.97,0.0,State2,District4,8.96
24092.81,female,1.1703973765528126,16013.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2301.15,0.0,State3,District4,12.26
16815.29,male,2.8356639118224107,0.0,11722.51,0.0,13267.25,0.0,1359.27,6809.15,0.0,0.0,0.0,0.0,0.0,State2,District3,11.09
13063.26,male,2.4254180745959237,28463.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-701.17,0.0,0.0,-1694.75,State3,District5,10.97
15796.52,female,2.052884525115295,21641.18,0.0,7949.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.3,0.0,State1,District1,11.21
18694.7,male,1.9640988258054202,0.0,0.0,0.0,9874.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,State1,District5,10.41
