eqIncome,gender,eqsize,cash,self_empl,unempl_ben,age_ben,surv_ben,sick_ben,dis_ben,rent,fam_allow,house_allow,cap_inv,tax_adj,state,district,weight
24825.58,female,1.899255551620849,2059.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,646.08,0.0,98.47,0.0,State3,District1,8.65
12725.58,male,2.418033233173845,0.0,0.0,6103.6,11073.22,0.0,0.0,0.0,0.0,649.16,4110.87,0.0,0.0,State3,District2,10.3
22057.9,female,2.8236346725227017,0.0,27953.77,0.0,12244.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,State1,District5,10.9
23336.54,male,1.5249791593483433,36124.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.94,0.0,0.0,0.0,State1,District4,10.18
21384.67,male,1.1396019019381405,0.0,0.0,0.0,18888.56,0.0,0.0,0.0,2514.17,2648.37,0.0,463.89,-1015.53,State2,District4,8.73
14373.16,female,1.0568851360345086,630.15,0.0,0.0,0.0,0.0,0.0,6494.81,3445.53,0.0,0.0,46.36,-1697.65,State1,District3,10.88
20361.29,female,1.9917612912936484,9446.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,851.21,0.0,-665.18,State2,District4,8.07
17197.77,female,1.6594111030710998,7679.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3623.01,0.0,-1729.04,State3,District1,10.49
21152.51,male,2.480561005654022,6746.3,0.0,0.0,0.0,0.0,3181.48,6622.74,6325.36,0.0,0.0,3541.08,0.0,State1,District2,9.75
18683.3,female,1.3446587305988917,25302.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1428.82,State2,District3,9.78
16048.72,male,1.0583537501527398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7374.35,0.0,0.0,509.87,-942.99,State2,District1,10.66
13303.7,male,2.762162102161744,33973.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,State2,District5,11.31
