x1,x2,x3,x4,x5,y,rse,vardir
-0.29891131819104777,-0.9890633195005027,0.3497472322314508,0.0,2.0,0.45675304534338806,36.47642097716148,0.027757946977984928
-0.546302955724444,-1.0224746970441136,1.4081738858658772,1.0,2.0,0.2453530556464526,40.423066782683996,0.009836519571616678
1.2403767593561528,-1.7917528569952188,-0.6772497336126152,1.0,0.0,0.9570403564037802,35.325443860398664,0.11429724378636161
-0.6310987652412258,-1.2191870492403247,1.2256465108134504,0.0,2.0,0.7678650870399408,28.083892138700342,0.046503371047064104
-0.129870246954571,-0.3550611628407915,-0.011857014285186488,1.0,2.0,0.017514929984068842,32.411262613430836,3.222617125037168e-05
-1.5573346633805691,-0.3304895445039299,-0.7780355605987417,0.0,1.0,0.23289752888790843,24.70356792753588,0.0033101610697423753
-0.09909052935256105,0.23620536869456718,-1.084193106957918,1.0,2.0,0.08685285620621697,35.07079416664785,0.0009278107731901054
-0.4963617707544558,-0.12013859780447476,0.6341428104225392,0.0,2.0,0.15691592100936233,11.833951382515075,0.0003448209006860108
-0.6327479800137757,-0.15518904683093804,0.21865488047218157,0.0,2.0,0.010303822590648729,24.70290451368864,6.478773308125581e-06
0.5884201223877289,-0.5672754148736141,0.07341273967808144,0.0,0.0,0.7273804573371521,32.181126019659644,0.05479308199331009
-0.02797016985910623,0.09848558929977018,-3.1541732592586844,0.0,1.0,0.00028921566419615945,34.28984403560395,9.835006282142597e-09
1.341961703440618,0.08339814568210689,-0.711617852405609,0.0,0.0,0.647679970053897,25.859279683089955,0.028051350807936144
-0.9153961159001915,0.15161751205461171,-0.6491990291397938,1.0,1.0,0.10461074485381706,36.90176658065238,0.0014902080449857521
0.0763605089791848,-0.06333593488401498,1.2621221108081553,1.0,2.0,0.263370245335224,45.2181177891581,0.014182682419568163
0.2784647541101058,-0.8673410170928421,0.2571586231132717,0.0,2.0,0.6899250037868037,32.86620697127887,0.051416550994698676
-0.39104352870817843,-0.8176632549298726,0.0944147632360548,0.0,0.0,0.8644376709926849,27.8872047182482,0.05811354098885961
0.051230203565653006,-0.3430988198643026,1.2453883288417964,1.0,0.0,0.8373862511553377,16.179776187094575,0.018356787124332207
0.25161770556523766,1.2743232690341189,1.213247527006376,1.0,0.0,0.23860140494274154,30.059905977099636,0.005144240080763075
-0.1499575905371228,2.0482920120139774,0.7187638097533838,0.0,2.0,2.0532757080378742e-12,28.04578273327971,3.3161156545750076e-25
-0.5508940502276176,0.293126793464893,0.08030871583603215,0.0,2.0,0.004692729923172916,40.3604059105863,3.587254353944623e-06
0.39392457130784664,1.4833698762228475,-1.1316191958519242,0.0,1.0,0.004024997717506208,23.953119126376837,9.295129090084544e-07
0.932380589503954,-0.09991253878878593,0.14501471402391333,1.0,2.0,0.5370757887169524,48.8162975817358,0.06873862258174851
0.3536742267812422,0.7565257897038965,-0.13838878340794253,0.0,0.0,0.33287983677617555,41.95993461407046,0.019509430190462515
-0.5448697045857758,0.4075437113463972,-1.633973643945573,1.0,1.0,0.17510703677077633,15.464932686162992,0.0007333364394209168
0.780081410784239,-0.3004046375523284,-0.36405733983634425,1.0,2.0,0.9134508056413194,44.320406612578694,0.1638995641160679
-1.6046355601628328,-1.4536939809275413,0.184298258191615,0.0,0.0,0.9875520804888167,36.55257076850356,0.13030343656747406
-1.5745927137985143,-1.3862940812176503,0.16959877778167604,1.0,0.0,0.9947527954966706,21.36261964434027,0.04515848387156982
1.0239936506353684,0.0929774477273077,-1.315283142249403,1.0,0.0,0.6641166389527844,39.62312800031631,0.06924465207023715
0.7247825748305873,0.6195849249804773,1.3262420919681728,0.0,2.0,0.0546507780772257,28.154196530094993,0.00023674399651331613
-0.22906467300200525,0.4130714830938855,0.2870511311514556,1.0,2.0,0.038742013754936584,39.0794793938838,0.00022922496813450918
0.9917672417772209,-0.9748676757415357,-0.5487184450525174,1.0,2.0,0.7497961879088324,47.369722496599245,0.12615025629438295
2.061103244257124,-2.178493329898374,-0.3900475243707968,0.0,1.0,0.999999999999986,30.7570454352923,0.09459958439086087
0.659687297204665,1.1607166571101175,-0.3025135188844733,1.0,0.0,0.011456096690570464,16.231872270611166,3.4578852256189185e-06
1.0053220246081063,0.17735584777553598,-1.5557778933252948,1.0,0.0,0.7765705257828845,14.90160120266141,0.013391452325930052
-0.06158311785859147,-0.0024114875476903587,0.7413290718884293,1.0,0.0,0.9942994348140504,21.840330625055326,0.04715772029525119
-2.226674306419449,1.2757029558057096,0.7388633288251887,1.0,0.0,0.019031960187515233,34.181111361385916,4.23193900449635e-05
-0.4265329757681066,-0.6413999215290017,-0.7024514406570549,1.0,0.0,0.5307930645200535,33.81804767480685,0.03222163274424655
-1.0959500279601895,0.2276052076329588,2.850179402667135,1.0,1.0,0.53002121790787,18.262993804697544,0.009369802893100443
-1.6910483496692594,-0.35077697607126007,0.02202237859288051,0.0,1.0,0.37612800311073347,18.029632293032524,0.0045988058557974686
-1.027314202883301,-0.8982856898373628,0.3517194714152546,0.0,1.0,0.4521495568092341,14.302131083869408,0.004181823774440904
0.27963583394992236,0.4155314284794172,-0.6992412618494072,0.0,2.0,0.11257308162112845,15.709033618031366,0.000312728922016722
-1.4367827114140876,-0.08221155803241843,-0.7500380601609449,1.0,1.0,0.11430544941963997,39.74409568720259,0.002063854661269345
1.5118291086748392,0.6735702272695011,-0.525865846292963,0.0,1.0,0.3707606680334168,49.40421509875856,0.03355176102213012
0.8011673422411324,-0.0656654886286653,0.9328607159341574,1.0,2.0,0.4297480790617974,24.266800533417282,0.010875592560001906
-0.8153560132084077,0.9802389330625032,0.19646719170756977,1.0,0.0,5.209764192161623e-07,39.023234825397665,4.133164280530379e-14
-0.791729056090364,0.33024924958850616,0.3915225734535987,1.0,0.0,0.19132951717213645,15.908958061814339,0.0009265042696895211
-1.313379335437861,0.9431650696946251,-0.5898163274754599,1.0,2.0,0.0013726098159288539,49.452588485414715,4.607573354215409e-07
1.6537533058959943,1.2788437660201046,-0.4431806356245902,0.0,2.0,4.458692638788927e-08,35.92742075174041,2.566062030416594e-16
0.24968181858189412,-0.6804956593128896,0.2975971092319158,0.0,2.0,0.024958422144435877,26.17437581068741,4.267631573369385e-05
0.9221867657916344,0.931510222249386,2.3243926083037882,0.0,0.0,0.7373874816335932,41.26977685687038,0.0926095475213628
-0.547932525113256,-0.9127496208588477,-1.6905749820356175,1.0,1.0,0.41156254331922526,14.562616587088781,0.003592117343707375
0.7623226518328621,-1.2521348297958987,-0.26114259762259306,1.0,0.0,1.0,27.092202107059723,0.07339874150097711
0.32883438087964656,-0.036096726033526504,0.3805460981166295,0.0,0.0,0.781927610875619,11.146524509054876,0.00759647387128389
-0.2889084666744292,0.501150046036458,0.25942575619168246,0.0,1.0,0.042602090825877494,22.322876270190406,9.04403286885367e-05
0.8450749998400843,0.7951855747321674,-1.2665998969078858,1.0,0.0,0.6052200360697407,46.216487938082615,0.07823849244666325
1.0763270242946477,-0.02998380352057593,-0.5052337358962539,0.0,0.0,0.7921449547920144,36.783772127691634,0.08490276774827153
-1.7368732670562843,-1.3010198275384504,0.5576558707604813,1.0,0.0,0.8357733617807486,42.19695206012443,0.12437675298696407
0.5600299775522513,-3.3214270916778004,-0.8860448502154258,0.0,1.0,1.0,32.606141966732665,0.10631604939547251
-1.324663535492157,-0.32531855660452264,0.9115642252621342,0.0,2.0,0.22712931025316568,30.07970710752195,0.004667599346057578
0.06108316362635514,-0.9711848882107724,-1.2460503850674312,0.0,1.0,0.9878537587490893,49.00479317233227,0.2343486383546869
1.3152561389967408,0.0971612695419349,-0.23243240957079447,0.0,2.0,0.04461660610713274,25.06572991127564,0.0001250701797826378
0.48213839410366754,0.4962832298621881,0.34807383040092893,1.0,1.0,0.10192822767350304,45.99959672892353,0.0021983507917079856
-0.5162459303694936,0.9764271245918612,0.8061501837306668,1.0,2.0,0.030161089109748913,24.460810399622616,5.442967262421894e-05
1.2175028524335467,0.1307449956610766,-1.6240144255345954,0.0,1.0,0.06778666603062558,19.641890731703068,0.0001772781170660063
-0.1956533070226204,0.973192029854824,-1.5768718485215605,1.0,1.0,0.001381820719860483,26.051176925106585,1.2958600395131122e-07
-0.6431709431707918,-0.12161077743748741,-0.6021368468123215,1.0,1.0,0.9573274335817861,19.406896743025193,0.03451701244484557
-0.6569990484321562,-0.21046754324576414,-1.4566049473879934,0.0,1.0,0.07874668087166696,43.88856065267205,0.0011944478457380726
0.32358665195662295,-1.8461451521876917,3.467047659804297,1.0,2.0,0.9999996133244011,18.390593011786883,0.033821364976710164
-0.8133181655926204,0.08257801171142683,-0.02061524219784848,0.0,2.0,0.0005828335794686439,31.650345169896795,3.40287528084179e-08
2.680715210034577,-0.24534779478475088,-0.3979799355329692,1.0,1.0,0.9887362077777336,21.27013721533935,0.04422842355830459
-1.0917680259451599,0.5248886165579499,2.749835844042521,1.0,2.0,0.07226464847324714,40.618450263606135,0.0008615857112388421
-1.0497237707430846,0.4587412664358639,-0.6807345104600557,0.0,1.0,0.031506721231310875,17.86227015503155,3.1672309140416083e-05
0.6430280542224631,-0.08426964631387884,0.7415517630219313,1.0,1.0,0.47314691550571375,33.23515960516275,0.024727918683612005
-2.459660224027634,-0.8876273279535919,-0.05924784050746915,1.0,2.0,0.15018603922152413,27.010113133282445,0.0016455532270936838
-1.8664468404357515,0.4126105711079105,-1.1445282301854196,0.0,2.0,2.4580201265579795e-27,15.239608546466453,1.4031964989846377e-55
-0.16277526432568468,1.6205032192370608,1.3255701616573707,1.0,1.0,0.002237479277411792,33.76246979274074,5.70671863795078e-07
0.7513268437066046,-0.28970791099176274,1.3613875026379674,0.0,2.0,0.8643966154248367,49.18165638051932,0.18073090270709288
-0.16285724903632537,-1.3740364266027,-0.4050902414161899,1.0,0.0,0.9994869172973414,48.155206589492984,0.2316544932636434
0.5909854766205388,-1.671863864686134,-0.26117818051727215,1.0,1.0,0.9999999999999998,36.192395197335784,0.13098894701201336
-0.1923932181407637,1.1216238449855773,1.4070167917466712,1.0,2.0,0.04778229182018039,48.69558758708826,0.0005413936703022585
1.0718141164025619,0.8153767098440128,-0.20559000280717027,0.0,0.0,0.011804165771450055,11.022519939931898,1.6929042139719022e-06
-0.9197359879461341,0.5242569558200092,1.8097890465352817,0.0,1.0,0.3448454768712777,20.101502678025955,0.004805140781370983
-0.2496129579629717,-0.46415329838813435,1.1545252686223344,1.0,0.0,0.9804769200408551,18.901774755757025,0.03434629669634255
1.317823631968311,0.7978492153695531,-1.2261881410892315,0.0,2.0,0.1889201351455519,30.38495582414673,0.0032951388057588646
-0.5330255255288329,-0.7015755670100556,0.06569222220457051,1.0,1.0,0.8053856007246091,47.1942299618889,0.14447261381574927
-1.490929715793305,-0.93828567811576,2.6457841909671314,0.0,1.0,0.9817262861970723,16.149596824525872,0.025136465384135394
-0.6577699730061147,0.6031866207520326,0.4063226060848697,0.0,1.0,0.004342924983088212,15.15899765344832,4.334166857656593e-07
1.333718056897594,-1.0968227707996672,2.2450347805706867,1.0,1.0,0.9999991449636497,30.93504003190195,0.09569750652763429
-0.7084570735139389,-0.6980400002554448,1.3783842891844245,1.0,0.0,0.9858622158418063,37.85837945719494,0.13930172168756477
0.11287243114753148,-1.9195757393162154,0.3291741946985137,1.0,0.0,0.6236439466625029,18.294680377344406,0.013017364788937101
2.394801436019605,-0.5148555286239987,1.095674761908792,1.0,1.0,0.999998686149268,17.609934186435495,0.03101089671751966
0.30150451396900146,-0.13840471112231872,-1.3808201753063838,1.0,0.0,0.7123237148681397,11.554579833577229,0.006774279662035137
-0.5134369481396628,-0.5826565528927761,-0.7575151307160312,0.0,1.0,0.15168160709854558,17.653312808395917,0.0007169985484764731
0.34105755960681733,-1.2104411002326372,-0.22876671767130027,1.0,1.0,0.9999996476806855,15.032205307526944,0.022596703718245383
-0.19843644755481696,0.6270665282939148,-0.08874701914738826,0.0,2.0,7.446209614372316e-23,45.73304282315232,1.1596600900545118e-45
0.9365886540984968,1.1784600916889263,0.24158942801111652,0.0,2.0,0.06853123345847392,33.94136743134099,0.0005410479644784345
0.5307194975071121,-1.2865355367713178,-1.8476586123385814,1.0,1.0,0.9108784254908417,38.239610007693614,0.12132428493823554
-0.08638129015799079,-0.9353382781617366,-0.4086390744217194,1.0,1.0,0.9498621070523546,38.100227249455344,0.13097133592850493
0.9783838651874361,0.3855888469054254,-0.46468202539325554,0.0,1.0,0.00971664076060304,27.965088312944438,7.3835408718239795e-06
-0.0019692130720371883,0.02520290957226306,1.6891982676284847,1.0,0.0,0.9583453010334417,11.581072739731475,0.012318040120911491
