Domain,Y,X1,X2,u_d,e,RSE (%),vardir
1,423.5299320570526,49.10838684666669,87.56830176116993,1.9654919492440974,0.8859023521351295,18.631046268884454,6226.481554855809
1,316.1786989514684,41.18709493362434,53.108818312996824,1.9654919492440974,2.060095708108972,6.275714932194154,393.7237673971733
1,412.8752668291829,46.86593308944768,89.15629206219616,1.9654919492440974,-1.7324746916918836,8.596665096766895,1259.788823123395
1,422.94178014804066,41.64958160706872,102.96981295600321,1.9654919492440974,6.788754251446576,9.268339025965123,1536.6147605229226
1,473.36118742878676,47.24843796519615,116.20039758531655,1.9654919492440974,2.752710482928837,6.8266025243179485,1044.2260552185207
1,421.67108713540495,45.3810160761499,95.54859336168771,1.9654919492440974,1.7033280820359824,6.987811624901101,868.220478146634
2,509.35594044108797,52.02099394707066,125.58329626785448,-1.0485078139336481,-0.8671140160406196,24.77764819616749,15928.06120362114
2,588.2180964765532,93.1286769639427,60.957364459793986,-1.0485078139336481,1.7084905511854156,10.10805626497387,3535.1843355444444
2,456.77502625565546,48.278710764717246,107.6224713317829,-1.0485078139336481,1.1850375824370478,12.886829286273759,3464.9490525723904
2,418.85657155876737,52.0940885282243,80.42644745996517,-1.0485078139336481,-1.418258188350827,15.175942336543857,4040.5641164349167
2,479.52582512165225,60.328020553184636,86.508681928513,-1.0485078139336481,5.916866312636744,18.253983767836644,7661.950159613561
2,381.7530251143307,38.67927878204267,93.47693230406895,-1.0485078139336481,2.4512744099130597,19.576475236204555,5585.138833412836
2,371.979058658019,32.93127965545193,104.34174634214075,-1.0485078139336481,-0.312324489588471,12.898824076589158,2302.1691041721783
2,345.62385732317983,38.9015208963193,76.80463088310857,-1.0485078139336481,-1.4445011107000942,13.922427359929996,2315.460341449177
2,380.8048266026842,42.91205530900566,81.84866811198924,-1.0485078139336481,3.5957216476111062,7.367377821164423,787.1015603209866
2,379.0896634518589,30.581172058768356,112.34078410459445,-1.0485078139336481,2.550742762761873,21.1960397258706,6456.443206854042
2,456.6649892648835,43.62402171081638,118.52710872486634,-1.0485078139336481,2.5391710750025505,8.6903219724946,1574.9514431761893
2,538.1179034954437,59.95743430119359,117.89188581673113,-1.0485078139336481,3.595468169946999,16.93066710991987,8300.476502239153
3,416.8417214415363,54.4772148993434,70.34199984962032,2.0415224750551095,1.730124770523568,7.884155940445343,1080.0721620953125
3,451.3787748373272,52.76521284984516,91.59801652272739,2.0415224750551095,2.3151550675915433,13.839237460262868,3902.1736259024806
3,459.6284075766304,50.40141203540581,101.43760671667943,2.0415224750551095,2.7046114911874177,5.6472264538385675,673.7272785933923
3,491.4432495644474,47.38076337022681,125.63513831448545,2.0415224750551095,1.227633609287364,21.085245993327234,10737.522632684679
3,390.2044632712109,51.730189307880295,64.61635689539207,2.0415224750551095,0.2792804659701594,22.40525051246723,7643.355747211686
3,504.69698669783423,51.68091142011625,122.10067560018734,2.0415224750551095,0.04955592182319572,21.470198952688495,11741.769787140998
3,463.2611349523885,40.0715814722756,132.16436066114244,2.0415224750551095,-3.46701620632948,23.985327321541373,12346.476460935348
3,456.1569668133809,61.54169564890422,71.87734225580442,2.0415224750551095,2.652281582195798,18.160537918413276,6862.558203110429
3,462.523266477071,47.62104388522167,109.26153890248499,2.0415224750551095,3.853446770937586,21.46173330043212,9853.64145645267
3,417.4536186398898,40.85054322950077,105.29238374799144,2.0415224750551095,0.5746125213479611,5.686133607703816,563.443768805491
3,459.16757167867627,56.803978732163856,86.34493215919534,2.0415224750551095,0.41629122441121597,13.308809686876742,3734.4001100307355
4,411.38685352083223,50.392396439363864,80.84306838247403,1.7114325574388145,-3.972697998373947,5.347008446431934,483.8631611051677
4,439.2634485590276,39.23516898781897,121.14113512014714,1.7114325574388145,-0.9060991778003249,7.987351421979256,1230.9933841973632
4,513.2250990241969,58.35647145800618,110.23914840642243,1.7114325574388145,-0.7469876361178021,16.416757487408223,7098.891522521392
