Domain,Y,X1,X2,u_d,e,RSE (%),vardir,PopnSegments,MeanX1Pop,MeanX2Pop
1,501.96554611253043,58.73898289013383,104.09758488217659,1.4224913653315343,-1.3470294678234644,23.841944218935257,14322.906382197389,18,46.93862801125948,99.28431514817352
1,438.0824663749439,44.61308081163631,104.9074769248846,1.4224913653315343,3.7796171016616262,22.633942723777945,9831.780364213071,18,46.93862801125948,99.28431514817352
1,463.0672360256414,48.71015220682047,111.92606081556751,1.4224913653315343,-5.758138004927503,9.136812817540292,1790.1011161491438,18,46.93862801125948,99.28431514817352
1,410.8165884999708,46.56524999595801,89.39754944797362,1.4224913653315343,-2.227251741098047,16.356787245577983,4515.355548098255,18,46.93862801125948,99.28431514817352
1,443.0822501538872,41.23926641383319,116.41403041193618,1.4224913653315343,2.6353658955173014,17.99100077265083,6354.470232093339,18,46.93862801125948,99.28431514817352
1,347.20827247504235,41.7650357491751,68.96318840650261,1.4224913653315343,-0.9657744491699101,8.7851349126286,930.415632421234,18,46.93862801125948,99.28431514817352
2,467.09143499144,54.015848087776604,100.88744129073002,-0.7526677310198963,-4.010020297883225,18.464681937078577,7438.53600938797,18,43.90001247221828,102.72992132405969
2,403.8818007205035,40.78222134834202,102.12945935852942,-0.7526677310198963,-3.535557007245508,10.152471915922112,1681.3269000082287,18,43.90001247221828,102.72992132405969
2,481.5391902588726,48.45928122094176,119.52825041269095,-0.7526677310198963,0.938951059801735,24.506535915620187,13926.023681148139,18,43.90001247221828,102.72992132405969
2,468.5730871325482,57.71175657311781,91.88957226356598,-0.7526677310198963,-3.012172529152913,5.693810317182802,711.8044059848827,18,43.90001247221828,102.72992132405969
2,359.5219552502873,31.864097915235625,98.57492196386605,-0.7526677310198963,3.8042894773969476,9.725214439325459,1222.5009531577236,18,43.90001247221828,102.72992132405969
2,451.92754460309703,49.42401498319412,99.67420526234235,-0.7526677310198963,6.21172689346163,18.420309479805255,6929.971827258392,18,43.90001247221828,102.72992132405969
2,432.36560532561174,44.59528632838165,104.76527551627706,-0.7526677310198963,0.6112903821692783,12.7419254189254,3035.0957358785076,18,43.90001247221828,102.72992132405969
2,357.908313355156,32.960009667626096,94.84140516836533,-0.7526677310198963,4.1781224113147255,24.106779365830093,7444.267292178724,18,43.90001247221828,102.72992132405969
2,407.1991003585197,35.28759612534884,112.27876068017001,-0.7526677310198963,6.956266102455309,24.928313314640185,10303.847174907254,18,43.90001247221828,102.72992132405969
3,473.38457079324576,35.91643760583912,146.03237416222427,0.717691549293762,1.019942890307818,8.165381568025254,1494.1051600026335,10,46.99656424698399,102.97746157306088
3,474.600313060174,55.47000709222401,99.00842233715642,0.717691549293762,-1.4842586245526637,19.1276726234775,8241.007338264284,10,46.99656424698399,102.97746157306088
3,423.44564499969965,47.10704745337864,90.7282916678143,0.717691549293762,5.736132847884134,10.826920560926748,2101.867049405175,10,46.99656424698399,102.97746157306088
3,465.3049365492195,48.97211709399858,110.11894913475729,0.717691549293762,-0.5112387395817042,15.339643589250684,5094.550344921432,10,46.99656424698399,102.97746157306088
3,433.4954324161006,46.90407610615789,97.99066221559806,0.717691549293762,2.2760359048212693,18.387303061755226,6353.384221320843,10,46.99656424698399,102.97746157306088
3,343.12430928740946,37.15649702783746,79.93854309825491,0.717691549293762,-3.2529535975814166,7.533914729960776,668.2583223492142,10,46.99656424698399,102.97746157306088
3,436.05672457840586,50.132106038229054,90.87214342609943,0.717691549293762,2.9342159857680183,12.30959357936138,2881.1999930832817,10,46.99656424698399,102.97746157306088
3,502.61144148955066,65.1572924781108,88.7728807807399,0.717691549293762,-1.4384740117769377,10.537988920975515,2805.3058454484317,10,46.99656424698399,102.97746157306088
3,384.69798899156206,38.03910277845678,97.65276362548786,0.717691549293762,-1.5207437009913034,23.344035569786616,8064.764771689694,10,46.99656424698399,102.97746157306088
3,485.5194781660703,45.11095879560763,128.6595852824762,0.717691549293762,1.927822073785976,21.07056231991748,10465.634594723278,10,46.99656424698399,102.97746157306088
4,628.2958190030171,75.86999939079001,121.11081216220492,-0.18409276137296912,6.908290486030166,10.8727736270782,4666.690849802066,16,41.56635881140091,99.70381817016374
4,431.4575139172079,49.23277629544012,92.55836141690918,-0.18409276137296912,0.3610023675619602,24.451174374200026,11129.496548311785,16,41.56635881140091,99.70381817016374
4,325.66012657776616,24.701368660711125,102.39324614412615,-0.18409276137296912,-2.4491162526687997,18.984352019098722,3822.26444970638,16,41.56635881140091,99.70381817016374
4,271.75297854908723,28.04878841744916,65.22804994228508,-0.18409276137296912,1.2370293386443003,22.169068126451094,3629.472429481061,16,41.56635881140091,99.70381817016374
4,504.5101965232421,48.74035696061115,130.99663491859954,-0.18409276137296912,-1.000765355639781,14.396947325922495,5275.707724893902,16,41.56635881140091,99.70381817016374
4,284.69468559990054,22.804863143403914,85.93580443685754,-0.18409276137296912,-1.0171462294610776,5.75469217742339,268.4126106940781,16,41.56635881140091,99.70381817016374
5,438.9816700517456,48.30183394227957,99.82028248203466,-2.686811077133262,0.5187464534116559,6.18578569606512,737.3649886837803,11,48.14138143048463,87.53210743649447
5,429.00134000075957,51.267095877837825,85.97774291656822,-2.686811077133262,3.39718585556726,18.14542622553168,6059.707276453313,11,48.14138143048463,87.53210743649447
5,469.15081449323753,44.62801254810112,122.66826356397846,-2.686811077133262,3.36103570190829,8.216720762362486,1486.0109360054735,11,48.14138143048463,87.53210743649447
5,322.7050486160765,48.36858335372001,41.66214078339656,-2.686811077133262,0.22466135781653992,5.8479257414344055,356.13546005294495,11,48.14138143048463,87.53210743649447
6,523.4641844545978,60.611427477221426,110.4953013258655,-0.32573306106896427,-0.25782252217144475,5.014610742237058,689.0462894300947,10,52.00139702336186,100.142220746795
6,461.2858517669094,51.971424269148756,100.46843136750644,-0.32573306106896427,0.8176007472216886,10.972263889327742,2561.7264774032287,10,52.00139702336186,100.142220746795
6,407.2707481013281,51.518362418799185,77.1505835955941,-0.32573306106896427,-4.296498122787096,22.675307913257168,8528.50332309039,10,52.00139702336186,100.142220746795
6,406.8915234727903,52.48744573723143,73.90696872178987,-0.32573306106896427,-3.033909595877624,7.999526646466217,1059.4631697064312,10,52.00139702336186,100.142220746795
6,376.64738858836654,45.32686252832769,75.20132051182908,-0.32573306106896427,-0.06383201586112344,5.549479988382025,436.89241076729087,10,52.00139702336186,100.142220746795
6,507.2999024107476,56.11305879339099,111.97041204179084,-0.32573306106896427,3.1195174212799315,5.348068119518208,736.077289048878,10,52.00139702336186,100.142220746795
6,485.3624122807699,56.155868700212544,103.4357001186187,-0.32573306106896427,-1.9625983964612472,6.743082321280529,1071.147316711317,10,52.00139702336186,100.142220746795
6,511.2419161394969,53.017134649081,122.63905324193291,-0.32573306106896427,1.2038694712950075,16.911350547047988,7474.97064800138,10,52.00139702336186,100.142220746795
6,557.9143417389078,59.43524632135396,132.39722719329592,-0.32573306106896427,-3.7306111933848767,8.67835552973686,2344.282400830008,10,52.00139702336186,100.142220746795
6,355.8104905146294,33.37713933885168,93.75720934972676,-0.32573306106896427,1.7361081819864284,17.64080823308556,3939.802529753899,10,52.00139702336186,100.142220746795
7,513.5942639072024,54.96042992252384,121.66104429264408,-0.7746213003878474,-3.7553529903171583,9.206841746914247,2235.9479313059383,14,49.106186923678926,105.86134594146542
7,454.4312453927531,53.51937308245773,95.52182004735795,-0.7746213003878474,-3.4346388138636166,23.94352116969771,11838.928744657384,14,49.106186923678926,105.86134594146542
7,486.74095860878083,49.03010648889418,122.94118707384509,-0.7746213003878474,-3.5173266829924033,8.409849888939775,1675.6074170429674,14,49.106186923678926,105.86134594146542
7,504.7481097568105,47.48223102518275,134.25934840349703,-0.7746213003878474,-0.40712087570949274,22.67571170065188,13099.998800588932,14,49.106186923678926,105.86134594146542
7,415.0929208327977,45.07436974501364,95.77722430907613,-0.7746213003878474,-1.0587552100349686,16.740852505896616,4828.873113962112,14,49.106186923678926,105.86134594146542
7,497.7634219620506,55.7670274428921,111.30343981393543,-0.7746213003878474,-2.9039735798929476,13.61678779934903,4594.045561196135,14,49.106186923678926,105.86134594146542
7,441.4310990895172,47.4053218058834,100.74230918053885,-0.7746213003878474,3.694492999410306,12.933852467208728,3259.7302143273723,14,49.106186923678926,105.86134594146542
7,439.19644612718145,52.93090882919403,88.65290062220477,-0.7746213003878474,-1.989277962810461,22.319025023975733,9608.776077884759,14,49.106186923678926,105.86134594146542
7,469.20481743616597,51.37383841283694,106.74157168154109,-0.7746213003878474,-0.3728966907130887,20.00865145885347,8813.746660054108,14,49.106186923678926,105.86134594146542
7,379.7200143051221,41.4303375309276,87.33126556950393,-0.7746213003878474,-1.3195831881359368,20.55006152803466,6089.101734604429,14,49.106186923678926,105.86134594146542
7,410.0791242313966,41.19411187466182,99.54269436197532,-0.7746213003878474,5.79779743452462,11.095261970676296,2070.191134386551,14,49.106186923678926,105.86134594146542
8,516.1221668409383,65.04465269958055,97.17349920190149,-4.083884609358177,0.6357895485907761,17.756474514836757,8398.824541063965,7,56.69613596037698,99.82307247767974
8,446.88949967843115,54.149950416444945,89.08104085609824,-4.083884609358177,2.0615504933681126,16.52423927967778,5453.097352940517,7,56.69613596037698,99.82307247767974
8,332.0296397260996,43.11784944990802,63.60981506941409,-4.083884609358177,-6.695353052910518,5.086800674760958,285.2614916245291,7,56.69613596037698,99.82307247767974
8,497.64526904906376,55.94583710242377,110.13151318648545,-4.083884609358177,1.7369417733321662,22.769522636744046,12839.48519668427,7,56.69613596037698,99.82307247767974
8,563.2502596025549,67.09754700698112,115.69171068998169,-4.083884609358177,0.4629877970441352,22.47461691902586,16024.607353323669,7,56.69613596037698,99.82307247767974
8,472.0501518145816,58.47514293302969,90.25606771987863,-4.083884609358177,3.246186319034135,8.346127540789256,1552.1951332600288,7,56.69613596037698,99.82307247767974
8,535.7144153368757,56.54859515311566,128.28671743551894,-4.083884609358177,0.48188930961775944,21.24087815895998,12948.265655883075,7,56.69613596037698,99.82307247767974
8,474.19653857148415,53.18951292153208,104.35421566215949,-4.083884609358177,3.6244272488629345,22.55126833320386,11435.593368811875,7,56.69613596037698,99.82307247767974
