Domain,Y,X1,X2,u_d,e,RSE (%),vardir
1,439.34278784765996,55.75054585069145,82.9642076456443,0.7171630443998316,-6.055519741485718,7.290607770841017,1025.969549755491
1,412.2866913891016,32.4639704878774,124.64158320972908,0.7171630443998316,-0.033490514143397425,17.924258960478824,5461.111598775985
1,420.9527235287886,44.40967473282588,98.15560962738662,0.7171630443998316,1.8759675654861252,18.457634308334,6036.965889665018
1,407.57534692517146,38.33867675152913,106.39184815862781,0.7171630443998316,2.3811038058703367,23.836239488980183,9438.246034619953
1,405.66669932341927,52.321178669562705,72.2341828427266,0.7171630443998316,-1.1247227542473475,21.705914910998057,7753.448549937845
1,507.52556245227,62.14839674459847,96.83075794881364,0.7171630443998316,2.4048997872504887,10.045847307050408,2599.4950086844137
1,370.76328963910123,44.68697124273942,73.67108509611855,0.7171630443998316,-0.7308998112328301,17.60685983270743,4261.448726099587
1,475.04609671171465,44.44962504411443,128.21573693416954,0.7171630443998316,-4.350665421596421,5.232984277510573,617.9742339106281
2,410.3021158764518,44.531961422952385,95.90181461387212,-0.7904309921107054,-3.3708894739436523,9.906205886267752,1652.046293830604
2,420.38965725630976,47.26486758289971,92.16736995910819,-0.7904309921107054,0.5210104157055404,14.034706691591037,3481.0537324168868
2,582.9970498839093,65.16769685536312,128.98156415978926,-0.7904309921107054,-0.01413172037410091,17.889157274393813,10877.08390596643
2,446.8199501017968,47.861278813911845,102.85965715567427,-0.7904309921107054,2.584672712999738,5.3500046863053985,571.4436831913144
2,491.5527731022448,62.70405694972881,88.62270512457796,-0.7904309921107054,1.5775090965555316,15.069908274779406,5487.335560452229
2,498.09699014089716,59.1952966347335,101.8186075920015,-0.7904309921107054,-0.7262772246626504,10.053187512970842,2507.468010336191
2,403.6227113739193,44.335557448151064,90.39371315188241,-0.7904309921107054,1.9479288215099126,15.66599578313867,3998.224734992335
2,451.48042742711476,54.055801992981536,92.52826564567917,-0.7904309921107054,-3.064682837040569,22.295119864421235,10132.053590702219
2,558.0527598394597,54.6333460673739,143.20578819301642,-0.7904309921107054,-0.7351158913319354,7.292870173407375,1656.3323542714909
2,448.0715541335247,41.296278128617914,119.5573461392143,-0.7904309921107054,3.2659022041172303,16.50496322662236,5469.200807166732
2,391.82784733991855,45.6262917111183,80.34120459260437,-0.7904309921107054,3.8044105912290194,14.266273434929506,3124.7241488901604
2,538.2779757469327,61.79601554255856,116.41766648998761,-0.7904309921107054,-2.747003953724537,14.148251283165198,5799.876556890915
2,427.794698736805,47.436298676923016,94.06680546622107,-0.7904309921107054,3.2700254118585224,23.073199607112727,9742.859580395263
3,469.9179658611412,59.56883734981786,85.76669047929109,-0.46874969113348197,1.0091478446032593,16.415037770846155,5950.149411587042
3,526.9307175490405,62.78496454801631,107.58953156709532,-0.46874969113348197,-1.7044186340982779,21.75679539410558,13143.072038805936
3,349.8115406141685,48.82682342706944,52.821943714361346,-0.46874969113348197,0.5022857412321318,19.254770196677676,4536.751022775986
3,463.9373347999787,60.30849789501368,82.83015863614895,-0.46874969113348197,-2.796722256254117,21.681640173762027,10118.191897021887
3,402.94158059673885,52.160757323744356,72.40251596321474,-0.46874969113348197,-2.198488257278945,18.38550830993228,5488.269817560813
3,359.2881856633115,38.359783675784726,85.4437833631824,-0.46874969113348197,-2.9295497508434742,6.849509801983005,605.6264809840842
3,525.0606991436183,59.23921840710964,114.8586944389264,-0.46874969113348197,-0.38403207864927213,14.942857361122439,6155.8258743337055
3,471.7488225107615,53.04930114081631,103.70586047121749,-0.46874969113348197,-0.44065444462153674,18.736969647880592,7813.045549433443
3,437.3787616340733,48.46003023637915,98.8192505582916,-0.46874969113348197,-2.091140973272103,10.14464874756519,1968.7447368501084
4,488.58441553074476,49.12107636325445,122.220852656811,0.6218533301965024,-2.084524929346064,17.631656583936884,7421.051696165743
4,469.47165126359283,49.137756229418116,108.94802741469422,0.6218533301965024,5.2649619569172605,6.730525536638357,998.42787690698
4,561.5271811095815,62.604100616905185,123.32661252480989,0.6218533301965024,1.2315996452393776,9.485737521118772,2837.159640128186
4,541.6866522662849,62.11588926791592,116.4597814754855,0.6218533301965024,-2.434210354462157,10.686885358214413,3351.1862826868028
5,416.3828573470619,44.37201786703241,97.88248901398163,1.872994545438008,-3.115204561501429,16.7749185234628,4878.727048142294
5,395.1763125880096,42.60801712385555,90.6786324282006,1.872994545438008,-1.094032433107356,11.899098692420967,2211.1079303596866
5,468.7306949758014,49.686525292687534,109.71275540903899,1.872994545438008,-1.0004368511523039,15.390783232010104,5204.370802423033
5,504.0616605937428,56.837534735763846,110.4570179390552,1.872994545438008,-2.9130435086248925,16.701854281158386,7087.559408930667
5,502.01978494700387,59.199277025565735,103.74993461600668,1.872994545438008,-3.349463958276214,10.131659806914024,2587.038337299503
5,541.4114780038176,67.09113557879552,103.05477441092863,1.872994545438008,-2.0267432574552093,23.570995801190637,16285.863044409523
5,442.17633378049254,43.00250622426192,110.91518365143165,1.872994545438008,3.460440810881595,21.830485079886675,9317.893899433018
5,562.4402890664082,57.53527559697358,138.38548405178105,1.872994545438008,-3.880051567459743,11.453152110792251,4149.568162725862
5,456.01877892233915,51.6251244634804,98.16179912342379,1.872994545438008,-0.30343618734845207,14.058002554571882,4109.724320727058
6,430.7105866491318,55.49434824659479,75.97842332181307,2.069892661623958,-0.7878938890922322,12.010576878419783,2676.0783724013136
6,450.5458064323035,46.37960690795383,108.86860145680151,2.069892661623958,-1.1593236826925881,17.28973789972642,6068.127857324693
6,401.9607084590051,41.211604661318184,96.1565659152562,2.069892661623958,1.5196606602778275,16.518430696214963,4408.641425568837
6,476.3612618725327,55.06785102317966,100.77655665276869,2.069892661623958,-2.6009992105269584,20.360716835710758,9407.170212077008
6,403.1882317374857,40.74344071664386,99.12598628192538,2.069892661623958,-0.850837071208318,11.859326408256711,2286.3132844204797
7,509.8981849238302,52.88056143354662,121.94366886096279,0.39002016341796797,1.218019870753534,5.239982646410144,713.8823250761044
7,542.773333345762,60.51764632172747,122.33923712803627,0.39002016341796797,-4.883392682365842,10.708631491250511,3378.3524236859553
7,389.32357962090174,41.81297586459097,89.89307204564469,0.39002016341796797,0.08253604323962443,9.327600118589135,1318.7463001682431
7,537.0756245785983,59.84665116247119,121.40365935824487,0.39002016341796797,-5.3549701136653605,22.555547674242938,14674.984046467514
7,345.5720931430239,44.61581823362356,61.200898058891646,0.39002016341796797,-0.2988143062951048,12.000858661960942,1719.8951387928278
7,424.6565435704946,38.11868417291447,116.3766743807656,0.39002016341796797,0.9197537809730959,18.859637761471717,6414.197600824651
8,381.1458881315757,40.82218402949717,86.22256596565249,0.7831022160823681,3.8067338367025236,23.53730380579378,8048.14706598862
8,505.61205967529884,46.85806778865846,134.75332670476485,0.7831022160823681,1.0319651063944975,13.70024618066174,4798.346323791468
8,475.07773629015384,61.93178273525051,81.34218758078597,0.7831022160823681,1.9513452362469919,16.621834536356115,6235.729481950931
8,418.57834056206394,41.99733999216437,103.03008386121876,0.7831022160823681,1.7483706627222142,23.117070821806802,9363.088122523994
8,412.19803110407287,43.113165965796924,98.14847024296478,0.7831022160823681,-0.447841426923683,24.954062067879295,10580.210977319533
9,378.3667348396915,39.001912961935325,92.19373518018729,0.37242889458764067,-1.4027292249473198,7.43902109960011,792.2412940931913
9,427.07853711159163,52.73432203788815,79.12270406688796,0.37242889458764067,4.7890898937873345,20.095730218912706,7365.853492699439
9,429.79734292640825,54.03050041083027,80.28112544723268,0.37242889458764067,-1.2898389167961175,21.973811957546857,8919.45379235859
