Domain,Y,X1,X2,u_d,e,RSE (%),vardir
1,435.4069401936828,49.61114252883438,95.16823982317761,-1.7931817520863789,-1.192070344758009,13.886284262148664,3655.6347506751813
1,486.85095940016635,59.84898073036973,96.37220542693906,-1.7931817520863789,-3.3451733534740677,9.01075024529808,1924.4824945309717
1,443.579042473429,50.288818730664495,95.61119254796806,-1.7931817520863789,2.7057454762567392,13.318032553182098,3489.9739267270656
1,436.3645870415296,57.77338748603895,73.67319443659733,-1.7931817520863789,1.9444424902265656,17.61159176502497,5906.037725900199
1,430.67693070909843,41.31256164540602,114.79824696468266,-1.7931817520863789,-3.689189695210669,21.346043444080674,8451.58174914602
1,371.74429431086963,43.14854520656563,76.77190656885786,-1.7931817520863789,4.250936892412132,9.08260788096069,1140.0128667666827
1,447.19746671931944,50.293061334639404,97.70547044085656,-1.7931817520863789,2.114400916495631,9.666707560983077,1868.7698995395747
1,511.1038085829642,68.65019548045233,83.26896356361108,-1.7931817520863789,3.1080858055667804,17.386639583813405,7896.770880027688
1,492.3263408699414,53.550059239692004,112.01916563138472,-1.7931817520863789,2.330895160798302,13.471788935478347,4399.027580693249
1,520.0702021049361,59.90521406466597,111.99361323651034,-1.7931817520863789,-1.6499129393280059,22.3857205170711,13553.956799263766
1,404.8116309359155,40.86423758942597,100.57066241301267,-1.7931817520863789,1.1422999148466482,8.001408995192751,1049.153187201024
1,452.52018862033333,47.97954067125384,107.18806150245527,-1.7931817520863789,0.0395440112399587,6.18926596080517,784.4300269544647
1,290.1735054091148,29.347734824784077,73.53534245938626,-1.7931817520863789,-1.842671881491779,11.422116363494116,1098.5217824645097
2,543.7938830483787,60.42340182754906,118.96830165934382,3.4435170339982646,0.296753557947436,21.58290028462521,13774.893334583376
2,475.10647138993113,54.748612904447555,100.76733123945382,3.4435170339982646,-3.6147726452125823,22.11562478472962,11040.285848197214
2,357.7257551695174,28.729761171457355,105.23834982576395,3.4435170339982646,0.1567326267044857,16.682204219783934,3561.2895486062434
2,441.2080704153591,40.289292077612686,118.14955049432169,3.4435170339982646,0.018992004654012788,8.438910245686237,1386.3076867206019
2,333.03326542392205,44.30245818089004,54.14058643367927,3.4435170339982646,-0.20371538188497923,21.411803044410654,5084.891741952434
2,430.53598476758367,45.0418266408471,101.64689454177525,3.4435170339982646,-1.4104545542005924,21.408866607287543,8495.838825901887
2,367.8706568719436,40.58441146786196,81.52924762426832,3.4435170339982646,-1.553412749901097,5.467246825568058,404.5085054440124
2,382.8384412790847,38.821750758982226,92.33504662188838,3.4435170339982646,0.6160772063985462,22.356050817866212,7325.229824675779
2,408.8516557103548,40.854771583547,99.6347510009901,3.4435170339982646,1.8647787566413694,22.171660579443902,8217.277710385155
2,393.8895407130045,36.035180833132,105.11148688523491,3.4435170339982646,0.04714574287640709,8.118774647084518,1022.6567076361265
3,355.3846603999126,40.66618443244432,78.18230177138803,-0.19477909242494645,-4.1160862126601145,13.579320465739627,2328.913893278518
3,484.26212170899345,52.54648317428141,111.59623145747035,-0.19477909242494645,-1.46797798492942,13.707598339807403,4406.398202833699
3,446.2300782277865,43.891548822390675,114.5475814658969,-0.19477909242494645,-2.128049723535707,23.705436101854957,11189.574699798419
