eqIncome,gender,eqsize,cash,self_empl,unempl_ben,age_ben,surv_ben,sick_ben,dis_ben,rent,fam_allow,house_allow,cap_inv,tax_adj,state,district,weight
18384.64,male,1.2164234935050346,20880.23,0.0,0.0,16125.35,0.0,0.0,0.0,0.0,0.0,2027.66,1054.3,-1991.75,State1,District4,10.0
17150.88,female,1.0298125692466846,27439.31,1937.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1316.91,0.0,State2,District1,10.0
17635.68,female,2.0555642946487414,5227.76,0.0,0.0,11745.95,0.0,0.0,0.0,0.0,3867.24,0.0,0.0,-851.15,State3,District2,10.0
17250.51,male,1.001594608113856,29787.03,0.0,3340.87,0.0,0.0,0.0,0.0,0.0,0.0,1830.34,0.0,-1635.89,State3,District4,10.0
16345.35,male,2.6890096819377796,14100.59,0.0,0.0,7338.7,0.0,0.0,0.0,4250.24,0.0,0.0,859.68,-1445.36,State2,District1,10.0
14618.99,male,2.408143079495645,10959.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-645.15,State3,District2,10.0
18713.49,female,2.4579301078406957,20925.91,0.0,0.0,0.0,10673.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,State2,District5,10.0
17499.59,female,1.4724159343093801,16432.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4324.77,0.0,0.0,State1,District5,10.0
18426.14,female,2.9576972834100363,18399.52,0.0,9734.33,0.0,0.0,0.0,0.0,0.0,1795.02,0.0,0.0,0.0,State3,District4,10.0
22688.5,female,2.858732379337325,0.0,0.0,0.0,0.0,8683.49,0.0,0.0,0.0,0.0,0.0,3308.17,-1617.87,State1,District3,10.0
17446.25,female,1.7556825477668725,0.0,0.0,3520.14,0.0,0.0,0.0,0.0,0.0,1100.95,0.0,0.0,-1533.79,State1,District1,10.0
23685.26,female,1.2160335497712025,4419.45,0.0,4221.55,0.0,0.0,0.0,0.0,3644.26,-627.17,0.0,440.74,-1308.16,State3,District5,10.0
17838.84,male,2.4920714438604104,0.0,0.0,0.0,9987.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-76.56,State3,District2,10.0
20472.85,male,2.5938562611291367,0.0,7142.44,0.0,7891.85,0.0,0.0,3937.26,0.0,0.0,0.0,1860.63,82.6,State2,District5,10.0
28167.54,female,1.8783099973969264,0.0,0.0,0.0,0.0,7768.71,0.0,0.0,0.0,0.0,3560.92,249.15,0.0,State3,District5,10.0
10332.66,male,2.1608992160057534,30385.86,9100.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2599.85,State2,District4,10.0
34275.09,female,2.5568163052519646,22504.66,0.0,0.0,8866.04,6891.23,0.0,0.0,0.0,0.0,0.0,221.47,-979.28,State2,District2,10.0
5912.59,female,1.11840617726689,0.0,0.0,0.0,10544.13,0.0,0.0,7064.27,0.0,0.0,5012.43,2276.84,-314.32,State3,District4,10.0
19745.45,female,1.3887398255606347,4989.97,16476.58,0.0,7431.73,0.0,0.0,0.0,0.0,1682.05,0.0,0.0,0.0,State1,District5,10.0
17734.08,male,1.590686137005667,17279.61,0.0,0.0,12077.28,0.0,0.0,0.0,4335.88,0.0,0.0,0.0,0.0,State1,District2,10.0
23320.3,male,1.3984237924141023,11051.94,0.0,0.0,12091.79,0.0,1429.66,0.0,0.0,0.0,0.0,2405.94,0.0,State2,District4,10.0
26294.35,female,1.7091101133200777,24374.34,0.0,3031.21,0.0,0.0,0.0,0.0,0.0,0.0,1920.88,0.0,0.0,State2,District3,10.0
26572.02,male,2.5890356640451797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4053.43,0.0,0.0,900.65,-417.34,State2,District1,10.0
20309.2,male,1.8499795902141796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5111.37,2276.8,0.0,854.53,0.0,State1,District4,10.0
17405.14,female,2.562176613901484,15876.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,State3,District1,10.0
19314.17,male,1.7348976560670342,5925.99,0.0,0.0,11651.68,0.0,0.0,6472.6,0.0,0.0,2448.2,0.0,0.0,State2,District2,10.0
18614.93,male,1.9199190470077068,25586.9,0.0,0.0,0.0,9553.24,0.0,0.0,0.0,389.5,0.0,2710.33,0.0,State1,District2,10.0
27389.08,female,2.7958212978433084,35704.51,0.0,0.0,0.0,0.0,3264.32,0.0,0.0,2478.39,0.0,0.0,-1663.42,State3,District4,10.0
23548.94,female,2.605004416233001,7759.92,0.0,0.0,0.0,0.0,4069.71,0.0,0.0,0.0,0.0,0.0,-1521.91,State3,District2,10.0
14990.44,male,2.329728453914523,20100.47,0.0,0.0,0.0,0.0,4212.42,0.0,0.0,0.0,0.0,0.0,0.0,State2,District3,10.0
24868.38,male,1.2999406965335598,0.0,0.0,0.0,8207.49,0.0,0.0,0.0,3641.65,0.0,0.0,0.0,0.0,State2,District5,10.0
19837.02,female,1.4150494578132173,12929.94,0.0,4827.96,6046.61,0.0,0.0,0.0,0.0,2281.49,0.0,1311.58,-858.65,State1,District4,10.0
23428.66,female,1.2799535043512789,21606.92,9991.09,0.0,7930.86,0.0,0.0,0.0,5209.5,0.0,0.0,0.0,0.0,State1,District2,10.0
13478.99,male,2.8847492768856062,0.0,0.0,6788.83,10664.16,0.0,0.0,0.0,0.0,3433.28,0.0,1532.51,0.0,State3,District5,10.0
16331.52,female,1.319077656965671,8591.88,0.0,0.0,0.0,0.0,2588.94,0.0,0.0,0.0,0.0,643.36,-1165.82,State3,District3,10.0
11663.53,female,1.6187487708345965,0.0,1995.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-513.38,State2,District2,10.0
18210.15,male,1.3710756606516354,10959.19,0.0,0.0,0.0,9544.67,0.0,7145.37,0.0,0.0,0.0,49.31,0.0,State1,District2,10.0
23882.56,male,1.4669541235428838,7085.38,3186.33,0.0,0.0,0.0,0.0,0.0,3089.67,0.0,3497.01,0.0,0.0,State3,District1,10.0
27664.04,female,2.333634880612915,29508.21,8389.64,0.0,0.0,0.0,0.0,0.0,0.0,2668.84,0.0,0.0,0.0,State1,District5,10.0
26881.02,female,1.7202414385068638,9670.42,4711.24,7854.56,0.0,8955.01,0.0,0.0,0.0,0.0,3518.06,1437.44,-1070.98,State1,District3,10.0
16500.57,male,2.9242136072322626,16926.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-470.52,State2,District1,10.0
12577.55,female,2.079101402406374,0.0,0.0,6430.14,0.0,0.0,2138.95,0.0,0.0,0.0,0.0,0.0,-1154.18,State3,District1,10.0
24348.24,male,2.58743890866636,22957.57,0.0,0.0,16188.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,State2,District3,10.0
15449.0,female,2.044063568247817,-5196.27,913.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3282.89,0.0,0.0,State3,District3,10.0
22311.38,male,2.0726391621201996,23237.11,-844.37,0.0,0.0,0.0,0.0,0.0,0.0,1018.36,0.0,380.27,0.0,State2,District1,10.0
16703.23,male,1.8643749107109262,15611.72,0.0,0.0,9579.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1495.64,State2,District5,10.0
24952.58,female,2.8420337193516616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1797.1,0.0,0.0,0.0,State1,District4,10.0
20388.55,female,2.167941663811498,19225.23,7559.2,0.0,0.0,7605.76,0.0,0.0,0.0,0.0,0.0,322.43,-1424.29,State2,District5,10.0
26963.53,female,1.1748681802311274,0.0,3201.39,0.0,0.0,0.0,0.0,4350.27,0.0,0.0,0.0,0.0,0.0,State3,District5,10.0
20755.28,female,2.181191619953306,21632.99,0.0,9318.23,10330.76,0.0,1576.67,0.0,0.0,0.0,0.0,0.0,0.0,State2,District4,10.0
18969.25,female,1.0342649558897608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2146.6,2442.8,0.0,0.0,-1514.07,State3,District5,10.0
12130.92,female,2.2796927743192485,31357.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-889.51,State3,District3,10.0
5688.51,female,2.2598381611738496,4545.68,0.0,1996.94,11920.1,0.0,922.61,0.0,0.0,0.0,0.0,0.0,-1041.4,State3,District2,10.0
12872.5,male,1.6217627386238953,10951.68,0.0,7077.26,0.0,0.0,0.0,0.0,0.0,0.0,3262.29,0.0,0.0,State1,District1,10.0
20901.41,female,2.118804182869761,23283.39,0.0,0.0,0.0,0.0,0.0,9359.65,0.0,1304.22,3215.42,2260.76,-570.94,State2,District1,10.0
22761.98,female,2.3382151995036082,25000.51,-1389.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2643.78,634.52,-899.04,State2,District3,10.0
27063.76,female,2.1862060791355704,0.0,0.0,0.0,9119.73,0.0,2992.27,0.0,0.0,0.0,5321.81,0.0,-1112.62,State1,District3,10.0
14436.79,male,2.115307517129879,31412.1,0.0,0.0,6866.19,0.0,0.0,3832.92,-82.96,0.0,0.0,0.0,-705.89,State3,District2,10.0
16241.21,male,1.463333411325916,740.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-527.56,State2,District2,10.0
14712.85,male,1.4567155558326998,20091.31,0.0,0.0,0.0,11286.89,0.0,0.0,0.0,1861.33,0.0,0.0,0.0,State3,District3,10.0
20315.28,male,2.300130514696847,6189.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,789.13,0.0,State1,District5,10.0
21693.63,female,1.6305169125525334,14374.55,0.0,0.0,0.0,0.0,0.0,8755.59,0.0,0.0,0.0,770.57,0.0,State3,District2,10.0
20883.33,male,1.1880131531189122,16895.89,0.0,0.0,9126.02,0.0,0.0,0.0,3999.63,0.0,0.0,0.0,-387.87,State2,District5,10.0
23335.67,male,1.934148633654129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.86,-1817.18,State1,District5,10.0
18897.58,female,2.2854702845941093,17702.26,20815.83,0.0,11758.78,0.0,0.0,0.0,0.0,0.0,0.0,1560.09,0.0,State3,District1,10.0
17964.03,female,1.6616759649796653,18530.11,0.0,0.0,8546.95,0.0,0.0,6974.24,0.0,0.0,0.0,677.98,-1058.85,State2,District4,10.0
19004.38,female,1.1434510881910378,0.0,19746.17,0.0,0.0,10871.84,0.0,0.0,7386.37,0.0,0.0,0.0,-767.81,State3,District4,10.0
14623.88,male,1.741218203080336,38288.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.49,-190.66,State2,District5,10.0
15668.95,female,1.5094363609846964,18428.73,0.0,9707.62,7790.46,0.0,2513.53,4502.37,2700.23,2508.79,0.0,3943.03,-1575.03,State3,District2,10.0
15408.75,female,1.3391455418632525,-7153.28,8949.75,0.0,0.0,0.0,2482.56,0.0,0.0,0.0,-853.03,692.58,-1142.23,State1,District2,10.0
15305.26,male,1.2483452544514335,2331.1,14200.72,4512.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.24,0.0,State1,District1,10.0
17002.24,male,2.044979347189865,2384.56,4812.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,732.27,-2136.14,State3,District3,10.0
27062.17,female,2.7282496380994834,8673.09,0.0,3468.48,10060.42,0.0,0.0,0.0,0.0,0.0,0.0,1606.49,0.0,State1,District5,10.0
23074.17,male,1.4044832859073326,17498.07,6277.62,0.0,0.0,0.0,2385.4,0.0,0.0,2895.33,0.0,0.0,0.0,State1,District1,10.0
18546.97,female,2.230768229666623,13195.46,1541.47,0.0,9639.81,0.0,4452.22,0.0,0.0,0.0,0.0,0.0,-197.17,State3,District1,10.0
