eqIncome,gender,eqsize,cash,self_empl,unempl_ben,age_ben,surv_ben,sick_ben,dis_ben,rent,fam_allow,house_allow,cap_inv,tax_adj,state,district
16260.19,male,1.0428724643187983,0.0,3346.03,3438.44,0.0,0.0,0.0,4715.14,0.0,0.0,0.0,0.0,0.0,State1,District1
23916.8,female,1.333583752339148,0.0,10352.93,0.0,15757.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,State3,District2
21428.67,male,2.7561126052046925,23051.34,8951.9,0.0,0.0,4941.11,0.0,0.0,0.0,1162.53,0.0,0.0,-603.39,State2,District4
19805.82,female,2.0620269706889425,35763.98,7276.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1297.58,0.0,State1,District5
18192.66,male,2.7289080177761234,19715.69,7390.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1563.78,State3,District1
17362.41,male,2.16421722233117,30050.0,0.0,0.0,12185.57,0.0,0.0,0.0,0.0,0.0,5432.62,0.0,-870.93,State2,District4
20235.78,male,1.3585364518741039,0.0,8453.26,0.0,0.0,0.0,0.0,0.0,0.0,2296.63,0.0,0.0,0.0,State2,District5
22075.26,male,2.5451417255401405,0.0,22217.51,0.0,7665.36,0.0,0.0,0.0,0.0,1464.04,0.0,0.0,-931.68,State1,District5
12120.24,male,2.42563316924078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,State3,District2
24248.71,male,1.1636249399126262,14079.45,0.0,0.0,0.0,0.0,4519.79,0.0,0.0,0.0,0.0,0.0,0.0,State3,District5
15615.44,female,1.0131212406423196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,806.9,0.0,0.0,0.0,0.0,State3,District4
20777.16,female,1.3830161491909727,22255.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-896.21,State3,District4
22825.11,female,1.3543110893173282,0.0,10458.12,3336.27,0.0,7475.2,3221.61,0.0,0.0,2023.96,0.0,645.51,0.0,State3,District2
17163.27,male,1.0405016890885481,26666.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1357.33,State2,District4
26401.26,male,1.7513093079325874,0.0,0.0,0.0,0.0,0.0,2233.57,0.0,0.0,3277.72,0.0,0.0,-1198.4,State2,District2
16611.06,female,1.4798202500759443,0.0,-1890.47,0.0,0.0,0.0,3893.95,0.0,0.0,0.0,0.0,80.75,0.0,State1,District4
28008.6,male,1.9297047592915804,11100.38,0.0,2788.4,8341.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-304.11,State1,District5
14492.58,female,2.5069115916665465,11664.13,17950.04,0.0,0.0,0.0,0.0,0.0,1074.71,2426.05,1278.59,0.0,0.0,State3,District4
15793.49,female,1.5063151363457201,30416.6,0.0,3330.64,13094.22,4424.14,0.0,0.0,0.0,0.0,0.0,208.15,0.0,State3,District5
13939.56,male,2.0286828990129377,6851.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1089.81,State1,District4
23601.83,female,2.872378698077936,17740.95,0.0,3752.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,State1,District2
19710.3,female,1.2035867076201792,12214.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,702.68,-1815.2,State2,District4
13467.79,female,1.5213935166619046,16369.74,3554.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1305.4,State1,District1
16440.91,male,1.4718005865029549,0.0,292.56,0.0,0.0,0.0,0.0,7392.96,8446.64,0.0,0.0,1897.95,-435.24,State2,District5
12798.3,male,2.350434924507785,0.0,0.0,0.0,12779.74,0.0,0.0,0.0,-50.14,2435.51,0.0,0.0,-1632.99,State2,District3
18607.91,male,1.045501314993059,22371.55,0.0,8436.63,0.0,0.0,0.0,0.0,0.0,1745.43,3631.64,0.0,0.0,State3,District5
17576.98,male,2.9555694539856585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,870.52,0.0,1563.47,-996.53,State3,District4
18848.33,female,1.24782548470751,0.0,0.0,3473.35,15794.59,0.0,0.0,0.0,7580.81,0.0,0.0,0.0,-844.26,State1,District5
18752.75,male,2.350182592848444,18175.28,7800.0,0.0,0.0,0.0,0.0,0.0,3246.67,2671.88,1717.32,0.0,0.0,State3,District5
17648.81,female,1.3651584503180332,19454.0,12538.12,0.0,11637.09,0.0,0.0,0.0,0.0,0.0,0.0,344.88,-1477.66,State1,District5
28273.9,female,2.3029107735975343,12690.13,0.0,9265.35,0.0,0.0,2524.81,0.0,0.0,1250.36,0.0,967.79,-1784.05,State2,District4
22929.72,female,1.0598877895723915,6912.1,550.13,0.0,11582.26,8895.49,0.0,0.0,3577.36,0.0,0.0,3270.88,-717.19,State2,District3
16148.57,female,1.0249223632718618,-12686.82,0.0,0.0,0.0,0.0,0.0,7114.22,0.0,0.0,0.0,585.79,-1099.77,State3,District5
22233.37,female,1.0426003988643926,0.0,0.0,0.0,12751.65,0.0,0.0,0.0,0.0,1777.72,0.0,0.0,-481.09,State2,District2
16357.9,male,1.9138805505918812,18503.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,487.24,0.0,State3,District5
21690.16,female,1.9308639397388678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.21,-583.87,State2,District2
28533.55,female,2.0646066245904517,21955.82,0.0,3406.94,0.0,0.0,1522.25,0.0,4326.05,1983.64,0.0,0.0,0.0,State1,District1
18289.23,female,2.385708539958393,0.0,9490.87,0.0,5139.23,0.0,0.0,0.0,0.0,0.0,0.0,1117.62,-634.19,State3,District5
26016.58,female,1.2856049255303053,0.0,0.0,0.0,9305.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,State3,District1
30946.54,male,2.105159432585676,0.0,7895.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3621.56,0.0,-971.13,State2,District5
24952.91,female,2.276528539834594,0.0,0.0,0.0,8081.83,0.0,2839.54,0.0,0.0,0.0,0.0,1962.76,0.0,State1,District2
16454.72,male,2.0514261672158707,0.0,0.0,0.0,0.0,10933.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,State2,District1
17174.6,male,2.229070174421147,0.0,20150.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2644.24,-1636.72,State3,District4
22739.21,male,1.9691555302717676,0.0,0.0,6341.25,0.0,0.0,0.0,0.0,0.0,2859.38,0.0,0.0,-806.61,State3,District5
12635.06,female,2.3196854295876754,18072.79,20677.77,0.0,15695.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1018.82,State3,District3
18437.02,male,1.2152331106568206,25474.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-527.57,State3,District1
20174.51,male,2.0830371794860065,13445.46,0.0,0.0,8490.12,0.0,0.0,8059.17,0.0,0.0,0.0,380.97,0.0,State3,District4
25655.21,male,2.3004149680636443,22102.35,0.0,5833.67,9703.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1825.91,State2,District5
