eqIncome,gender,eqsize,cash,self_empl,unempl_ben,age_ben,surv_ben,sick_ben,dis_ben,rent,fam_allow,house_allow,cap_inv,tax_adj,state,district
15837.74,female,1.8889389919436061,32874.54,0.0,0.0,0.0,0.0,0.0,0.0,8608.81,0.0,2133.64,580.77,0.0,State3,District4
16314.75,female,1.2211309135450226,20092.1,0.0,4450.47,0.0,0.0,0.0,0.0,0.0,374.82,0.0,0.0,-722.96,State2,District2
21771.51,female,2.4376330474962664,13234.04,0.0,2066.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.01,-986.48,State1,District2
30942.72,female,2.938893227879772,7104.09,0.0,0.0,0.0,0.0,0.0,0.0,6934.02,0.0,0.0,0.0,0.0,State1,District5
15374.53,male,2.9779718191845914,24087.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257.11,0.0,State2,District2
20609.79,female,1.1489060135024363,18402.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2651.06,0.0,State2,District3
20482.52,female,1.018570389650259,19287.66,2315.2,0.0,0.0,0.0,0.0,0.0,0.0,161.84,0.0,0.0,0.0,State1,District3
28774.66,male,2.7577909898763195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1677.43,State1,District5
10786.93,female,2.631500091351074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1482.04,0.0,0.0,0.0,State3,District4
27355.84,male,2.5252880443754475,0.0,0.0,4056.45,0.0,0.0,3098.71,0.0,4404.28,0.0,0.0,0.0,-824.53,State1,District2
9395.19,female,2.088052635000822,10985.59,0.0,0.0,0.0,0.0,0.0,0.0,6616.72,0.0,0.0,1737.67,-908.61,State3,District4
16015.82,male,2.7258670901821294,0.0,2981.86,0.0,0.0,0.0,0.0,0.0,0.0,3428.36,0.0,2352.55,0.0,State1,District2
21225.93,male,2.6367932062275306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2604.53,0.0,0.0,-536.01,State2,District2
24623.3,female,1.5707936548473267,11725.47,0.0,0.0,11020.9,0.0,0.0,0.0,2149.09,0.0,2930.33,0.0,-855.82,State1,District1
19690.5,male,1.4033926367077616,28355.94,-3308.02,0.0,6653.62,0.0,0.0,5954.63,0.0,2840.36,0.0,0.0,0.0,State3,District5
20558.12,female,2.0671942667266436,0.0,10186.24,0.0,0.0,0.0,2524.59,4918.01,0.0,793.22,0.0,1672.36,-843.6,State2,District3
17996.94,male,1.2967642729736388,15874.35,4537.23,0.0,0.0,0.0,3109.31,0.0,0.0,235.59,0.0,0.0,0.0,State1,District5
17878.25,male,1.6972484967932155,6652.56,15420.71,0.0,11032.32,0.0,2771.05,0.0,0.0,0.0,2915.87,0.0,0.0,State3,District3
20109.64,female,2.055237955068967,0.0,7869.8,0.0,13807.18,0.0,0.0,0.0,0.0,1590.52,1910.68,0.0,-1467.97,State2,District4
11197.59,female,1.7980916606554465,0.0,0.0,0.0,15121.55,0.0,3850.6,0.0,0.0,0.0,0.0,0.0,0.0,State2,District4
21940.96,female,2.6857974004785223,0.0,20680.09,7559.25,6307.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1344.08,State1,District2
