eqIncome,gender,eqsize,cash,self_empl,unempl_ben,age_ben,surv_ben,sick_ben,dis_ben,rent,fam_allow,house_allow,cap_inv,tax_adj,state,district
15962.29,male,1.946671903936419,17380.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,State2,District5
10446.75,male,2.4845478977007605,32689.35,0.0,4031.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1659.91,State1,District3
29126.5,male,1.6696313128303693,10425.8,0.0,0.0,13711.66,0.0,0.0,8853.42,0.0,0.0,0.0,0.0,-454.82,State3,District2
31247.82,female,1.2757261051241509,24264.37,0.0,0.0,13227.74,0.0,0.0,0.0,0.0,2519.98,3975.49,0.0,-172.49,State1,District2
13354.58,male,1.2913102697419512,5623.25,0.0,6176.65,10244.18,0.0,0.0,10318.45,5043.19,0.0,0.0,0.0,0.0,State2,District5
22095.52,male,2.4636682425919583,0.0,0.0,0.0,17395.33,0.0,0.0,0.0,0.0,2132.77,0.0,0.0,-513.14,State2,District1
15568.22,female,2.3375268193689855,6168.76,0.0,0.0,11676.86,0.0,0.0,0.0,0.0,0.0,3608.29,0.0,0.0,State2,District5
18759.32,male,1.371044061738641,17017.02,0.0,4429.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1006.42,State2,District5
20528.94,male,1.9250582215772563,6131.75,7044.16,0.0,0.0,0.0,0.0,0.0,0.0,2867.96,6472.32,1357.75,0.0,State3,District3
18648.34,female,1.390263097554716,20410.95,0.0,5990.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,0.0,State2,District1
16323.99,male,2.976209745700378,14774.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3471.11,837.84,0.0,State1,District5
12736.38,male,1.906472635112489,17152.6,0.0,6897.39,0.0,0.0,4419.37,0.0,0.0,2157.78,0.0,1925.05,-532.45,State2,District5
21610.54,female,1.30738225818753,19796.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,State3,District3
17712.0,female,2.3574577184907013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1068.61,State3,District4
26331.31,male,1.4941880405388688,0.0,18731.26,3971.43,0.0,11895.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,State2,District4
