eqIncome,gender,eqsize,cash,self_empl,unempl_ben,age_ben,surv_ben,sick_ben,dis_ben,rent,fam_allow,house_allow,cap_inv,tax_adj,state,district
15038.9,male,1.3442651231160618,17951.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6002.7,0.0,0.0,State1,District1
23728.84,female,2.942930182870776,14295.46,0.0,0.0,11771.0,0.0,0.0,0.0,0.0,0.0,0.0,2393.2,-520.13,State1,District1
20306.06,male,1.945877624526875,18225.16,8560.14,0.0,10196.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1421.6,State3,District3
16720.53,male,1.8059457138123627,24251.49,0.0,0.0,8700.74,11177.08,0.0,6600.37,0.0,2448.7,0.0,309.54,0.0,State2,District1
18430.63,male,2.139248797886118,0.0,0.0,6213.96,9192.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,State3,District5
13503.87,female,1.7719989832773113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,State1,District3
23067.26,male,1.0146189874478495,10428.55,4258.87,0.0,0.0,0.0,4670.97,0.0,0.0,2203.68,215.22,0.0,0.0,State1,District4
13353.75,male,2.549625210589184,0.0,8937.95,0.0,0.0,0.0,2942.44,0.0,0.0,0.0,0.0,480.79,-1067.23,State2,District2
12655.46,female,2.9253158754314224,23439.89,0.0,0.0,9795.54,0.0,0.0,0.0,2827.82,0.0,0.0,0.0,0.0,State1,District4
29479.18,female,2.447252058998636,15226.94,10782.98,0.0,9246.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,State2,District5
21197.37,male,1.5638088091101705,23292.64,11919.5,0.0,15020.72,0.0,0.0,0.0,0.0,0.0,0.0,25.69,0.0,State1,District3
33320.99,male,2.0328379555587652,29010.68,0.0,5663.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1585.35,State2,District2
29867.81,male,1.8920643132516466,13282.29,0.0,4626.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,758.45,-1411.97,State2,District2
19510.28,male,1.8972528437166767,7503.5,0.0,0.0,0.0,7645.35,0.0,0.0,0.0,0.0,0.0,0.0,-1315.84,State2,District4
15767.26,female,1.8770066025640997,11581.11,0.0,0.0,10377.27,0.0,0.0,0.0,0.0,1067.92,5570.13,0.0,-691.06,State2,District2
14865.0,female,1.1309834458979542,0.0,0.0,5754.0,7458.06,0.0,3170.99,0.0,0.0,1341.96,0.0,3899.13,-1249.63,State3,District3
19790.66,female,2.4957869528138117,0.0,0.0,2491.52,0.0,0.0,0.0,8303.57,0.0,0.0,0.0,610.59,-1160.92,State1,District4
17845.33,female,1.1009054051164755,10758.99,0.0,4237.39,0.0,0.0,0.0,0.0,3226.77,0.0,0.0,0.0,-231.32,State3,District4
15642.5,male,1.163035693604559,14990.01,12464.54,2257.34,16127.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1552.22,State1,District3
23618.84,female,2.7815712439614897,19172.33,-6160.89,0.0,0.0,7234.46,0.0,4712.98,3745.42,0.0,0.0,0.0,0.0,State1,District4
9607.09,male,1.239861311822507,1392.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1766.37,0.0,0.0,-171.27,State2,District1
21683.34,male,1.403638850417521,988.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2087.48,0.0,844.92,0.0,State1,District1
22359.52,male,2.973207681603929,27584.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,742.65,-619.34,State1,District5
11862.82,female,1.1158382115080796,11201.68,0.0,0.0,0.0,0.0,0.0,3704.63,0.0,0.0,-237.98,0.0,-1276.81,State1,District1
24109.46,female,2.9354921963717704,38076.49,0.0,0.0,0.0,0.0,0.0,0.0,-2141.26,0.0,4482.9,360.28,-1596.75,State3,District2
22173.94,female,1.7679155087359741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.04,-365.99,State3,District4
16820.41,female,2.1475917920289893,21766.31,0.0,7430.0,0.0,0.0,0.0,0.0,0.0,1969.19,0.0,816.09,-1007.05,State2,District2
17513.85,male,2.85230735885747,18705.26,0.0,5580.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,State2,District4
13483.74,female,2.63599895576981,15561.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,431.49,-587.7,State2,District1
18839.52,male,1.1950806018292301,15177.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.54,0.0,State1,District2
20888.31,female,1.6493842219249282,20638.1,8635.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.49,0.0,State2,District4
17897.68,female,1.8058333786807756,21388.72,7767.09,0.0,7158.67,0.0,3238.77,0.0,0.0,0.0,3963.77,0.0,0.0,State3,District4
22641.4,female,2.5024335468824583,13087.25,0.0,0.0,13159.49,0.0,0.0,0.0,5219.37,1250.74,0.0,0.0,0.0,State2,District5
20804.2,female,1.5802461565371275,17483.48,10361.61,0.0,0.0,0.0,0.0,0.0,3545.65,0.0,0.0,0.0,0.0,State1,District4
15511.42,male,2.2173784628989432,11035.38,0.0,2772.96,0.0,0.0,0.0,10227.24,0.0,2727.93,3002.33,0.0,-406.64,State2,District1
16396.48,female,1.3542358391860891,26020.43,13102.84,0.0,0.0,0.0,0.0,0.0,0.0,3344.1,0.0,0.0,-1338.33,State2,District3
11656.55,male,1.0640592348570543,8589.13,0.0,0.0,7628.4,0.0,4092.25,0.0,0.0,2730.28,0.0,0.0,0.0,State1,District1
18002.2,female,1.840635465696073,18182.17,11933.79,-922.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,State3,District2
18589.01,male,2.706053896047474,19648.84,0.0,0.0,0.0,0.0,0.0,6258.08,0.0,0.0,0.0,0.0,0.0,State2,District4
24146.22,female,2.112943497419697,-2430.77,0.0,0.0,11313.53,0.0,0.0,0.0,0.0,0.0,2169.9,0.0,0.0,State2,District3
18191.51,female,1.2301080988997366,22652.53,14882.0,0.0,0.0,6415.01,0.0,0.0,0.0,2459.04,1427.19,0.0,0.0,State2,District5
22009.21,female,1.3421475954125555,20247.14,0.0,0.0,5246.42,6653.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,State1,District2
17491.68,female,2.3805783606983324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2758.99,0.0,498.07,-342.35,State1,District5
19214.48,female,1.8941930135703058,0.0,0.0,0.0,0.0,0.0,2105.74,0.0,0.0,3249.57,0.0,364.03,0.0,State1,District4
15360.91,male,1.6382672431397616,12826.42,0.0,6955.0,10513.29,0.0,0.0,0.0,0.0,0.0,0.0,1476.76,-958.41,State3,District3
18539.43,female,2.040897835733767,19293.52,0.0,6048.22,0.0,7106.15,0.0,4871.42,0.0,0.0,0.0,0.0,-2004.99,State3,District4
24602.65,male,1.070267511165558,15839.66,24979.94,3880.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,State1,District5
24731.61,female,2.65744499704377,16836.59,0.0,0.0,0.0,4877.66,593.17,0.0,5665.41,0.0,743.87,0.0,0.0,State1,District4
15997.93,male,2.4578754978766106,0.0,12324.61,3797.88,0.0,0.0,0.0,0.0,0.0,1151.01,0.0,1642.68,-754.99,State2,District3
16733.21,female,1.745728567777023,7074.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2450.39,0.0,1094.03,0.0,State2,District2
21211.54,male,2.164616456239754,18229.8,0.0,0.0,11523.95,0.0,0.0,0.0,0.0,2662.7,0.0,0.0,0.0,State2,District5
24534.97,male,2.700865409887447,18945.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1498.13,0.0,2928.57,-1261.23,State3,District4
14110.43,male,2.480334468718772,0.0,0.0,5338.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,675.23,0.0,State2,District2
