eqIncome,gender,eqsize,cash,self_empl,unempl_ben,age_ben,surv_ben,sick_ben,dis_ben,rent,fam_allow,house_allow,cap_inv,tax_adj,state,district,weight
22770.32,female,1.6261538712633596,17445.69,0.0,0.0,11611.7,0.0,0.0,0.0,-2093.36,0.0,0.0,502.25,-932.43,State2,District1,10.0
17608.3,female,1.7902906962061207,14672.77,0.0,0.0,0.0,4945.14,0.0,0.0,0.0,0.0,0.0,23.5,-980.87,State2,District1,10.0
19659.01,female,1.8797567800664432,6666.03,0.0,0.0,0.0,8706.28,2162.42,0.0,0.0,1186.72,0.0,0.0,0.0,State3,District4,10.0
23642.94,female,2.5506804801283134,0.0,943.11,3579.07,0.0,0.0,0.0,0.0,0.0,2233.07,0.0,0.0,-1771.48,State2,District2,10.0
17919.42,female,2.3181371726421807,17147.35,6631.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.24,0.0,State1,District2,10.0
15745.8,male,1.7036626596235138,17162.98,-172.96,0.0,0.0,0.0,0.0,0.0,1759.74,1793.72,0.0,109.85,0.0,State2,District4,10.0
17975.02,female,2.2484476638044955,0.0,15426.65,4661.19,0.0,4442.82,0.0,0.0,0.0,0.0,0.0,0.0,-1017.22,State1,District3,10.0
30187.01,male,1.1346086713876178,0.0,2723.55,6341.25,0.0,0.0,0.0,0.0,0.0,2750.56,0.0,0.0,-639.61,State1,District3,10.0
21074.21,female,1.688361428963896,7327.87,18610.94,0.0,0.0,0.0,0.0,0.0,0.0,2591.2,0.0,555.44,-1700.53,State1,District3,10.0
27005.16,female,2.587858968843128,-6676.93,-1467.13,0.0,7298.59,0.0,0.0,0.0,0.0,1609.45,0.0,568.23,0.0,State1,District5,10.0
28428.86,male,2.0649392230634094,28663.24,0.0,0.0,11065.66,0.0,2629.41,0.0,0.0,0.0,0.0,0.0,-1936.39,State2,District1,10.0
25067.02,female,2.791891824353664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.67,-1242.15,State2,District4,10.0
16455.45,male,2.8163782618941857,3471.8,0.0,3067.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-324.4,State3,District3,10.0
19939.02,male,1.0263848707575942,-4518.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,State1,District5,10.0
21703.59,female,1.4330141066689994,25129.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,399.14,-1336.31,State3,District4,10.0
18981.01,male,2.2498006866544458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,State3,District2,10.0
16976.56,female,1.4848315567706025,13262.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4445.22,785.5,-626.18,State3,District2,10.0
18486.43,male,2.5492414454364276,0.0,9739.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,401.65,0.0,State3,District2,10.0
20120.77,female,1.285018577726401,0.0,0.0,4622.3,0.0,0.0,0.0,0.0,0.0,1877.76,0.0,132.98,0.0,State2,District4,10.0
16784.99,male,2.9682338892629865,0.0,0.0,0.0,0.0,0.0,3284.42,7495.63,0.0,911.32,0.0,270.55,-1290.44,State3,District2,10.0
21246.48,female,2.773414185718223,1259.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-573.12,State3,District4,10.0
16803.78,male,1.7551139875726596,16204.2,25900.84,0.0,0.0,0.0,0.0,0.0,0.0,2869.74,0.0,2964.51,-228.7,State1,District5,10.0
18840.11,male,2.7757893149891606,15199.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2937.32,0.0,0.0,-1370.77,State1,District1,10.0
20583.09,female,1.0364564311497984,12540.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,State2,District4,10.0
17968.94,female,2.137509423703883,2854.95,-11293.98,0.0,0.0,0.0,0.0,0.0,0.0,2276.95,0.0,0.0,0.0,State2,District5,10.0
21649.45,male,1.3879810038575975,0.0,0.0,0.0,0.0,0.0,4061.51,0.0,0.0,0.0,5509.98,1412.51,0.0,State2,District3,10.0
18250.23,male,1.0841995862733462,28127.23,0.0,0.0,0.0,0.0,0.0,0.0,2800.89,2792.35,0.0,159.04,-889.9,State3,District4,10.0
