y,x1,x2,vardir,major_area
0.49791969896784405,54,69.04521290809603,61.51829293873706,2
0.8378099972231098,96,1.0955090690663916,15.50006662035689,0
0.6031561322661045,83,51.09660881041825,8.780372230637468,1
0.4863101735249237,57,33.01801342250902,77.06867617093484,0
0.4392087194865012,16,58.4584052658789,76.38260017512964,2
0.5528597319945124,50,98.5428499681184,0.8243142542430748,0
0.5201914452858415,93,85.73538908862184,33.65975822867237,2
0.01737255166133822,7,65.11544633999603,51.49318097420025,2
0.29344073137391247,39,64.9583412062637,56.767935191857255,2
0.5434778408746155,61,13.075512602214268,78.07597763521828,1
0.39830800948039335,57,82.38851486607763,68.53293522699967,1
0.08896950765812695,49,45.855959561293226,53.12383796213324,0
0.27789580507998524,17,67.32613554179166,1.0590847163872263,0
0.26836966070856016,16,83.51329730673378,99.35694624392941,2
0.6625961525609765,60,91.16659698200813,46.93435890269726,1
0.6344273752220408,5,46.695475662755115,46.48872416080153,2
0.051781191740745025,10,25.575775664582945,67.29057678138183,0
0.34922130033533694,86,25.413914903337698,8.872203818499935,0
0.5477900554475547,93,9.722178945281835,6.118039462693514,0
0.6629707715816237,56,43.26169892115227,31.748180688482464,1
0.7740638045807603,92,54.13682764854404,98.10055172454669,0
0.5345134910713506,20,33.56823478376415,65.10786776448624,1
0.38338059598486507,15,40.89284080126696,60.02379672793423,2
0.004565743456854121,88,68.04886231077441,75.42531439296208,0
0.945410973707111,69,36.340130016278316,68.81738387786625,2
0.36348069551207995,42,36.998132160338095,17.981613146304042,0
0.40998444503698483,98,90.97766354188737,46.857482825256945,1
0.4427126201839616,57,93.81414416975068,4.722514201473016,2
0.23596678360561085,14,61.99851767168945,51.03379354070101,0
0.9009741350600571,96,84.63175054190675,47.97003230082172,0
0.8625943806255612,20,51.82312279888731,66.1709452379712,2
0.624067656323247,61,18.595285244691862,1.2821357289494295,1
0.7859758003601724,7,6.23414027953233,19.964084195604524,2
0.20699793856073423,85,97.434264055506,57.32096861088607,0
0.5557539994680366,80,15.846443822481127,33.998759358067254,1
0.9718144963064971,42,89.49727690804046,1.3255487080967687,2
0.8137427969731764,42,65.92148872535793,25.755844095815316,2
0.9657288035425989,12,22.67552418264437,77.07058932686448,0
0.2338982733793159,22,60.115191761134724,55.3863711604003,2
0.7946172926132979,16,63.77793078718646,23.293916239125622,1
0.22372116140007503,62,16.230134613260837,1.1927353002205043,2
0.5803990414940948,98,27.717970144858683,9.625263015951834,0
0.155369671580592,65,93.73394911272355,37.45007772659166,1
0.24852703446474,48,98.88374081782142,81.23586034822068,2
0.7661234127809569,34,77.64496141307589,3.9253148507345514,2
0.7101795544946444,87,9.954955634241347,92.1988132283279,0
0.5036808904155662,41,17.285598570189244,38.820886132919895,0
0.8492096350194995,41,34.33858816996689,94.12970640725227,1
0.822635142755642,8,55.828922802684964,63.725697740257345,2
0.6473246266050067,46,97.69696031569187,66.5848661943995,2
0.227959483501591,35,31.249837259335976,50.25333678857857,1
0.9349602475245294,38,38.95014355880573,76.16786336685782,2
0.034356733334101386,12,54.105401001353194,9.235060196182888,2
0.8669813326034604,30,29.87446191792671,80.68277457612845,2
0.16429010898845553,42,47.70948954735956,72.93498182530303,0
0.7072063290337803,36,46.25231155995696,41.85223721837339,2
0.9360298554679166,72,90.53130884914574,31.20233307034792,0
0.020806883196017423,6,97.26669567929942,48.43210298718973,2
0.9604811658604331,2,24.700850247915085,87.45007078598962,2
0.542591036204848,99,70.59049361386829,98.91230273012704,0
0.010411360957739868,13,47.860436428031086,70.9226733878486,0
0.5486256115905641,11,46.49199940503532,65.50039697148156,0
0.1100502358516442,82,55.252342604484184,12.752198831111405,1
0.6519214207492771,76,63.50444891384191,79.07672289848266,1
0.36298031600951675,46,65.34033214271425,26.8060168642521,1
0.8102919636045677,28,96.6017734308622,55.96524964633156,2
0.8315389497830161,40,59.38626649843209,30.476066264898094,1
0.5636953087410299,75,20.585635389768175,97.38471364812285,1
0.6257993252105226,39,42.33403506734608,96.01489140570658,2
0.9110830597513567,76,96.3439728029472,99.83349234797507,1
0.032260331812736354,24,21.086899953311633,55.23911375897546,2
0.14050464343149927,28,20.91112634313722,43.60726646903393,0
0.996462621496617,22,22.03769739576297,30.495518963390722,1
0.23001279408237785,13,28.684046922355332,5.453192567704512,2
0.06133380371903996,3,51.045153113360556,4.194842687155276,2
0.6543963214881982,82,14.04363877632563,92.6890829441086,0
0.3590428489635421,72,5.850688268255155,72.23293524744989,1
0.08221556175622236,17,54.67452546848571,81.98221181388418,2
0.4855727240537113,5,11.280364647908614,40.52934388988459,2
0.34016809754248734,38,34.54208686397314,72.16560403537534,1
0.4288327290895495,62,26.86547814782362,6.983624754438688,0
0.4700780681712611,63,48.89911023846116,26.856022010722736,0
0.6165217212388902,42,21.79714288069704,34.683180112820764,2
0.07025036004633456,58,69.81331901609082,75.72722711594628,0
0.9749194358928303,66,93.1713176017017,70.41807957829138,2
0.9767110054703761,35,16.363711554131065,17.441437971009567,2
0.11743319847049138,99,61.41879169997273,46.94130312425856,0
0.25111028312250916,65,96.98359108031065,3.2347744843240767,0
0.9094715455446762,5,71.75939174536445,27.38044770966317,2
0.6733791407702961,14,18.51527926886932,95.22202466772544,2
0.768324368024792,18,7.9386301908923596,24.477587108365086,0
0.22919625155665235,62,87.2128076683797,97.7342050594055,2
0.19040657715035825,22,51.74905010586581,24.362853432460973,2
0.7461779092824444,61,72.65275500692118,95.57013609849113,0
0.19851512626329793,67,68.5125215176199,55.39923937814787,2
0.942049867899369,68,20.69220366662178,67.70616765277045,1
0.2915492621032916,33,12.393597921111077,43.623983450710746,1
0.17807958411348068,91,28.680481184571562,52.069295366894565,1
0.5306784749243643,45,63.06786228385268,34.39681952254928,0
0.8016645739613345,0,29.261451291299135,2.2893034830299364,0
0.05399245699747013,34,32.12734358253688,87.167089422631,2
0.9721532262394227,62,48.5881940329656,32.58678246310597,2
0.2963621088997517,41,46.99462614858376,24.028059037403647,2
0.36526561382841727,93,20.737963482519728,64.17267041276303,2
0.6396608222824126,36,11.170649376377039,86.40217562775054,0
0.8556362455168018,7,17.455278191596534,62.61167572905132,2
0.07786034809562925,30,27.80244099717405,62.91526685892814,1
0.39113311847069254,51,69.60194191356116,16.530603736585757,2
0.2003278385797661,5,55.48717631646027,56.34368438034615,1
0.4561366821887174,2,4.866526759559198,10.540588733863776,2
0.847456980892452,96,42.94733882766211,54.55976048726237,1
0.5111987268740438,79,12.372359541704759,19.354528677220138,0
0.7094681148880531,80,11.504966570728515,40.34395109575154,2
0.2610616858012944,52,58.63903134823046,77.09822248763331,1
0.7309832242473304,77,59.11089944806416,18.77992100822954,2
0.46852167309377024,79,13.4263578877156,33.52233582893648,0
0.7268738305165969,95,86.67021043484309,87.89800615577657,2
0.1322507772543836,72,79.89989801145143,10.542592467090973,1
0.044904676964558576,45,49.21225116543957,22.865898847893938,2
0.5497851186136407,69,19.229450276169903,11.37232617655075,1
0.316336706297734,90,0.08663479478314695,55.22991616666783,0
0.4055252018793959,18,13.653575360188475,70.74199929144153,2
0.6153375905646361,40,89.3968893114498,29.08526855365945,1
0.429285298157673,63,24.178019331149958,72.07586086347719,1
0.13156624608574996,21,30.615844400352877,11.756506781702269,2
0.9100383707325018,42,50.079815121708435,12.532827284245318,1
0.3013154450744412,17,67.67193146906295,73.91536050424638,1
0.5638115267437946,11,66.40457425016585,84.01764852159023,2
0.05703447028425601,96,5.588319284222177,68.56654115036204,1
0.5353420655676386,12,13.92514375128171,71.15427973940494,0
0.701099942096488,76,20.944993747604034,2.0060591273891037,0
0.669342742753553,38,17.00318956787842,40.76379848621989,0
0.836679908385581,12,72.5158915780972,35.49857147757373,1
0.18721106164914647,6,40.984425242538066,33.79600281281547,2
0.6899398883411066,77,76.49036937436556,79.67535175585773,1
0.4542436276967292,31,74.21707908360187,13.201156735494967,0
0.728604038274448,61,53.17459612547132,69.39934010310452,1
0.9024999328783334,50,50.40081797788225,96.99466943053413,0
0.666276825683458,45,51.089452849604754,55.51010642895222,2
0.28419668224993455,99,16.985962871752,18.41877964674309,1
0.8870149474601936,88,75.25493632184069,10.908000469691537,1
0.7775029869469646,82,60.727215071892225,86.24161660951512,0
0.17027739293711963,72,43.58995951118595,8.423762170724448,0
0.12870458958842468,58,70.81343143816659,13.70266830163085,1
0.1286932463556536,77,83.5262819315896,21.23940738487311,1
0.8292612056068139,80,52.74069891457339,29.94830966623594,1
0.7568016045767285,26,93.38238570964266,49.541611608873794,0
0.1471588074988791,39,18.69659892241693,6.368907103841548,2
0.9101546309276445,27,89.77972613169659,43.277430542119355,2
0.4694394348483223,24,49.39901035910833,77.14824115517096,2
0.27962362185522116,53,94.34160164165213,82.2318898008746,1
0.5760513012474485,79,35.87919097360124,96.14541051226911,1
0.817359451849305,37,10.00664614550023,2.3998864977619716,0
0.5773581586937523,44,91.90483794445477,32.81231807661468,2
0.38992752498982775,26,45.862362895814826,23.596801831539782,2
0.5310353228804722,84,6.796849927161997,25.639591085432134,1
0.22844100332858275,70,85.7176116457192,13.205864816936764,1
0.08947786132742674,22,43.26846639193249,86.09040757868478,1
0.22027566337805304,79,67.53824049269784,12.853256548085279,0
0.41541324539633584,35,29.12917291811,40.16840167228123,1
0.0826516776793288,69,70.99167029119342,79.20246912194327,1
0.12825127564813366,49,15.948324506843903,23.526172533600366,0
0.5089137080998535,0,64.13406493018955,8.121263479206286,2
0.2693169793316985,25,76.05384690162789,58.07522939215253,2
0.5310068801242148,57,33.02653552918235,38.43337632165592,0
0.7399012608300471,34,77.34754700489577,9.309741207256138,0
0.8231732607393004,47,59.52745144443733,58.502842635788696,0
0.11977688575295353,34,22.882783881266423,24.121701634164484,1
0.42043241159822253,17,8.008416771635629,15.2475200198543,1
0.13996545267577787,66,78.62176701817694,70.08367804201437,1
0.32995061148507965,59,46.71871931125514,99.51020541775205,2
